rowid	affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
1147	CEMFI, Spain	https://api.ror.org/organizations?affiliation=CEMFI,+Spain	3	FALSE	1	ACRONYM	Centro de Estudios Monetarios y Financieros	https://ror.org/035h6g182	Spain
1148	CERGE-EI	https://api.ror.org/organizations?affiliation=CERGE-EI	2	FALSE	0.62	FUZZY	Certe	https://ror.org/04m8g8w48	Netherlands
1149	CERGE-EI, Charles University in Prague and Czech Academy of Sciences	https://api.ror.org/organizations?affiliation=CERGE-EI,+Charles+University+in+Prague+and+Czech+Academy+of+Sciences	14	FALSE	0.76	COMMON TERMS	Czech University of Life Sciences Prague	https://ror.org/0415vcw02	Czechia
1150	CESAER UMR1041, INRAE, Institut Agro, Université Bourgogne Franche-Comté, F-21000, Dijon, France	https://api.ror.org/organizations?affiliation=CESAER+UMR1041,+INRAE,+Institut+Agro,+Universite+Bourgogne+Franche-Comte,+F-21000,+Dijon,+France	13	FALSE	1	ACRONYM	National Research Institute for Agriculture, Food and Environment	https://ror.org/003vg9w96	France
1151	CIDE - Centro de Investigación y Docencia Económicas, Mexico	https://api.ror.org/organizations?affiliation=CIDE+-+Centro+de+Investigacion+y+Docencia+Economicas,+Mexico	4	TRUE	0.95	COMMON TERMS	Centro de Investigación y Docencia Económicas	https://ror.org/014zxe029	Mexico
1152	CNRS, Paris School of Economics and Ecole Normale Superieure-PSL, France	https://api.ror.org/organizations?affiliation=CNRS,+Paris+School+of+Economics+and+Ecole+Normale+Superieure-PSL,+France	5	FALSE	1	ACRONYM	PSL Research University	https://ror.org/013cjyk83	France
1153	COPENHAGEN BUSINESS SCHOOL	https://api.ror.org/organizations?affiliation=COPENHAGEN+BUSINESS+SCHOOL	1	TRUE	1	EXACT	Copenhagen Business School	https://ror.org/04sppb023	Denmark
1154	CRC 1342, University of Bremen, Germany	https://api.ror.org/organizations?affiliation=CRC+1342,+University+of+Bremen,+Germany	6	FALSE	1	ACRONYM	Clinical Research Center for Hair and Skin Science	https://ror.org/00z8zhe66	Germany
1155	CUNEF Universidad, Spain	https://api.ror.org/organizations?affiliation=CUNEF+Universidad,+Spain	7	FALSE	0.68	FUZZY	University of Oviedo	https://ror.org/006gksa02	Spain
1156	Caltech, USA	https://api.ror.org/organizations?affiliation=Caltech,+USA	9	TRUE	1	PHRASE	California Institute of Technology	https://ror.org/05dxps055	United States
1157	Cambridge University	https://api.ror.org/organizations?affiliation=Cambridge+University	4	TRUE	1	EXACT	University of Cambridge	https://ror.org/013meh722	United Kingdom
1158	Cambridge University, United Kingdom	https://api.ror.org/organizations?affiliation=Cambridge+University,+United+Kingdom	16	TRUE	1	HEURISTICS	University of Cambridge	https://ror.org/013meh722	United Kingdom
1159	Carlos 3 university, madrid	https://api.ror.org/organizations?affiliation=Carlos+3+university,+madrid	22	FALSE	0.84	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
1160	Carlos III University	https://api.ror.org/organizations?affiliation=Carlos+III+University	14	FALSE	0.9	ACRONYM	Institute for Information Industry	https://ror.org/01d8kr740	Taiwan
1161	Carlos III University of Madrid, Spain	https://api.ror.org/organizations?affiliation=Carlos+III+University+of+Madrid,+Spain	7	TRUE	0.91	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
1162	Carlos III University, Spain	https://api.ror.org/organizations?affiliation=Carlos+III+University,+Spain	3	FALSE	0.83	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
1163	Carlos III-Juan March Institute (University Carlos III).	https://api.ror.org/organizations?affiliation=Carlos+III-Juan+March+Institute+(University+Carlos+III).	12	FALSE	0.9	ACRONYM	Institute for Information Industry	https://ror.org/01d8kr740	Taiwan
1164	Carlos III-Juan March Institute and Department of Social Sciences, Carlos III University, Spain	https://api.ror.org/organizations?affiliation=Carlos+III-Juan+March+Institute+and+Department+of+Social+Sciences,+Carlos+III+University,+Spain	6	FALSE	0.81	PHRASE	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
1165	Carlos III-Juan March Institute. Carlos III University.	https://api.ror.org/organizations?affiliation=Carlos+III-Juan+March+Institute.+Carlos+III+University.	10	FALSE	0.9	ACRONYM	Institute for Information Industry	https://ror.org/01d8kr740	Taiwan
1166	Carnegie-Mellon University, USA	https://api.ror.org/organizations?affiliation=Carnegie-Mellon+University,+USA	6	TRUE	0.93	COMMON TERMS	Carnegie Mellon University	https://ror.org/05x2bcf33	United States
1167	Center for Comparative and International Studies, ETH Zurich	https://api.ror.org/organizations?affiliation=Center+for+Comparative+and+International+Studies,+ETH+Zurich	24	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1168	Center for Comparative and International Studies, ETH Zurich && Sciences Po, Centre d'études européennes et de politique comparée	https://api.ror.org/organizations?affiliation=Center+for+Comparative+and+International+Studies,+ETH+Zurich+&&+Sciences+Po,+Centre+d'etudes+europeennes+et+de+politique+comparee	24	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1169	Center for Comparative and International Studies, University of Zurich	https://api.ror.org/organizations?affiliation=Center+for+Comparative+and+International+Studies,+University+of+Zurich	28	TRUE	1	FUZZY	University of Zurich	https://ror.org/02crff812	Switzerland
1170	Center for Crisis Early Warning - Universität der Bundeswehr München, Germany	https://api.ror.org/organizations?affiliation=Center+for+Crisis+Early+Warning+-+Universitat+der+Bundeswehr+Munchen,+Germany	5	FALSE	0.68	COMMON TERMS	Universität der Bundeswehr München	https://ror.org/05kkv3f82	Germany
1171	Central European University	https://api.ror.org/organizations?affiliation=Central+European+University	2	TRUE	1	EXACT	Central European University	https://ror.org/02zx40v98	Austria
1172	Central European University && Corvinus University of Budapest	https://api.ror.org/organizations?affiliation=Central+European+University+&&+Corvinus+University+of+Budapest	2	TRUE	1	EXACT	Central European University	https://ror.org/02zx40v98	Austria
1173	Central European University (Vienna)	https://api.ror.org/organizations?affiliation=Central+European+University+(Vienna)	19	TRUE	1	HEURISTICS	EU Business School	https://ror.org/04facnr46	Switzerland
1174	Central European University (Vienna) && Democracy Institute (Budapest)	https://api.ror.org/organizations?affiliation=Central+European+University+(Vienna)+&&+Democracy+Institute+(Budapest)	19	TRUE	1	HEURISTICS	EU Business School	https://ror.org/04facnr46	Switzerland
1175	Central European University, Austria	https://api.ror.org/organizations?affiliation=Central+European+University,+Austria	1	TRUE	1	PHRASE	Central European University	https://ror.org/02zx40v98	Austria
1176	Centre for International Security, Hertie School	https://api.ror.org/organizations?affiliation=Centre+for+International+Security,+Hertie+School	25	TRUE	1	PHRASE	Hertie School	https://ror.org/0473a4773	Germany
1177	Cevipof, Sciences Po	https://api.ror.org/organizations?affiliation=Cevipof,+Sciences+Po	10	TRUE	1	PHRASE	Sciences Po	https://ror.org/05fe7ax82	France
1178	Chapman University, USA	https://api.ror.org/organizations?affiliation=Chapman+University,+USA	5	TRUE	0.9	COMMON TERMS	Chapman University	https://ror.org/0452jzg20	United States
1179	Charles University, Faculty of Social Sciences, Institute of Political Studies	https://api.ror.org/organizations?affiliation=Charles+University,+Faculty+of+Social+Sciences,+Institute+of+Political+Studies	41	FALSE	1	PHRASE	Charles University	https://ror.org/024d6js02	Czechia
1180	Chemnitz Technical University, Germany	https://api.ror.org/organizations?affiliation=Chemnitz+Technical+University,+Germany	7	FALSE	0.87	COMMON TERMS	Chemnitz University of Technology	https://ror.org/00a208s56	Germany
1181	Chemnitz University of Technology	https://api.ror.org/organizations?affiliation=Chemnitz+University+of+Technology	1	TRUE	1	EXACT	Chemnitz University of Technology	https://ror.org/00a208s56	Germany
1182	Chemnitz University of Technology, Germany	https://api.ror.org/organizations?affiliation=Chemnitz+University+of+Technology,+Germany	4	TRUE	1	PHRASE	Chemnitz University of Technology	https://ror.org/00a208s56	Germany
1183	Chosun University	https://api.ror.org/organizations?affiliation=Chosun+University	4	TRUE	1	EXACT	Chosun University	https://ror.org/01zt9a375	South Korea
1184	Chr. Michelsen Institute	https://api.ror.org/organizations?affiliation=Chr.+Michelsen+Institute	5	FALSE	0.88	COMMON TERMS	Christian Michelsen Institute	https://ror.org/02w7rbf39	Norway
1185	City University of Hong Kong, Hong Kong	https://api.ror.org/organizations?affiliation=City+University+of+Hong+Kong,+Hong+Kong	12	TRUE	1	PHRASE	City University of Hong Kong	https://ror.org/03q8dnn23	China
1186	City University of London, United Kingdom	https://api.ror.org/organizations?affiliation=City+University+of+London,+United+Kingdom	4	FALSE	1	HEURISTICS	University College London	https://ror.org/02jx3x895	United Kingdom
1187	City University of New York	https://api.ror.org/organizations?affiliation=City+University+of+New+York	8	TRUE	1	EXACT	City University of New York	https://ror.org/00453a208	United States
1188	City University of New York, Graduate Center	https://api.ror.org/organizations?affiliation=City+University+of+New+York,+Graduate+Center	21	TRUE	1	COMMON TERMS	City University of New York	https://ror.org/00453a208	United States
1189	Cluster of Excellence 'SCRIPTS - Contestations of the Liberal Script', Freie Universität Berlin	https://api.ror.org/organizations?affiliation=Cluster+of+Excellence+'SCRIPTS+-+Contestations+of+the+Liberal+Script',+Freie+Universitat+Berlin	20	TRUE	1	PHRASE	Freie Universität Berlin	https://ror.org/046ak2485	Germany
1190	Collegio Carlo Alberto, Italy && University of Southern Denmark, Denmark	https://api.ror.org/organizations?affiliation=Collegio+Carlo+Alberto,+Italy+&&+University+of+Southern+Denmark,+Denmark	3	TRUE	1	PHRASE	Collegio Carlo Alberto	https://ror.org/0397knh37	Italy
1191	Cologne Center for Comparative Politics (CCCP), University of Cologne	https://api.ror.org/organizations?affiliation=Cologne+Center+for+Comparative+Politics+(CCCP),+University+of+Cologne	34	TRUE	1	COMMON TERMS	University of Cologne	https://ror.org/00rcxh774	Germany
1192	Cologne Center for Comparative Politics, University of Cologne, Germany	https://api.ror.org/organizations?affiliation=Cologne+Center+for+Comparative+Politics,+University+of+Cologne,+Germany	10	TRUE	1	COMMON TERMS	University of Cologne	https://ror.org/00rcxh774	Germany
1193	Colorado State University	https://api.ror.org/organizations?affiliation=Colorado+State+University	3	TRUE	1	EXACT	Colorado State University	https://ror.org/03k1gpj17	United States
1194	Colorado State University, USA	https://api.ror.org/organizations?affiliation=Colorado+State+University,+USA	7	TRUE	0.93	COMMON TERMS	Colorado State University	https://ror.org/03k1gpj17	United States
1195	Columbia University	https://api.ror.org/organizations?affiliation=Columbia+University	3	TRUE	1	EXACT	Columbia University	https://ror.org/00hj8s172	United States
1196	Columbia University && University of Cyprus	https://api.ror.org/organizations?affiliation=Columbia+University+&&+University+of+Cyprus	3	TRUE	1	EXACT	Columbia University	https://ror.org/00hj8s172	United States
1197	Columbia University Department of Political Science	https://api.ror.org/organizations?affiliation=Columbia+University+Department+of+Political+Science	19	FALSE	0.77	COMMON TERMS	Institute of Political Science	https://ror.org/05ahnsa78	Poland
1198	Comenius University in Bratislava Faculty of Social and Economic Sciences	https://api.ror.org/organizations?affiliation=Comenius+University+in+Bratislava+Faculty+of+Social+and+Economic+Sciences	11	FALSE	0.78	HEURISTICS	Comenius University Bratislava	https://ror.org/0587ef340	Slovakia
1199	Comparative Study of Electoral Systems (CSES), USA	https://api.ror.org/organizations?affiliation=Comparative+Study+of+Electoral+Systems+(CSES),+USA	1	FALSE	0.55	COMMON TERMS	Federal Election Commission	https://ror.org/00xgafq27	United States
1200	Complutense University	https://api.ror.org/organizations?affiliation=Complutense+University	22	FALSE	0.88	HEURISTICS	Universidad Complutense de Madrid	https://ror.org/02p0gd045	Spain
1201	Copenhagen Business School	https://api.ror.org/organizations?affiliation=Copenhagen+Business+School	1	TRUE	1	EXACT	Copenhagen Business School	https://ror.org/04sppb023	Denmark
1202	Cuny, Graduate Center, USA	https://api.ror.org/organizations?affiliation=Cuny,+Graduate+Center,+USA	8	TRUE	0.91	COMMON TERMS	The Graduate Center, CUNY	https://ror.org/00awd9g61	United States
1203	Cyprus University of Technology, Cyprus	https://api.ror.org/organizations?affiliation=Cyprus+University+of+Technology,+Cyprus	8	FALSE	1	HEURISTICS	University of Cyprus	https://ror.org/02qjrjx09	Cyprus
1204	Danish Center for Social Science Research (VIVE), Denmark	https://api.ror.org/organizations?affiliation=Danish+Center+for+Social+Science+Research+(VIVE),+Denmark	2	TRUE	0.94	COMMON TERMS	Danish Center for Social Science Research	https://ror.org/0523ssa79	Denmark
1205	Dartmouth College	https://api.ror.org/organizations?affiliation=Dartmouth+College	1	TRUE	1	EXACT	Dartmouth College	https://ror.org/049s0rh22	United States
1206	Dartmouth, USA	https://api.ror.org/organizations?affiliation=Dartmouth,+USA	6	FALSE	0.77	COMMON TERMS	Dartmouth Psychiatric Research Center	https://ror.org/02td3ps96	United States
1207	Data Science Lab, Hertie School	https://api.ror.org/organizations?affiliation=Data+Science+Lab,+Hertie+School	19	TRUE	1	PHRASE	Hertie School	https://ror.org/0473a4773	Germany
1208	DeZIM-Institut, Germany	https://api.ror.org/organizations?affiliation=DeZIM-Institut,+Germany	6	FALSE	0.68	FUZZY	Deutsches Jugendinstitut	https://ror.org/03xptr862	Germany
1209	Department Of Government, Uppsala University, Sweden	https://api.ror.org/organizations?affiliation=Department+Of+Government,+Uppsala+University,+Sweden	8	TRUE	1	COMMON TERMS	Uppsala University	https://ror.org/048a87296	Sweden
1210	Department for Democracy Research, University of Goettingen, Germany	https://api.ror.org/organizations?affiliation=Department+for+Democracy+Research,+University+of+Goettingen,+Germany	10	TRUE	0.96	FUZZY	University of Göttingen	https://ror.org/01y9bpm73	Germany
1211	Department of Communication, University of Illinois at Urbana-Champaign	https://api.ror.org/organizations?affiliation=Department+of+Communication,+University+of+Illinois+at+Urbana-Champaign	15	TRUE	1	COMMON TERMS	University of Illinois Urbana-Champaign	https://ror.org/047426m28	United States
1212	Department of Economic Sociology, University of Vienna	https://api.ror.org/organizations?affiliation=Department+of+Economic+Sociology,+University+of+Vienna	39	TRUE	1	COMMON TERMS	University of Vienna	https://ror.org/03prydq77	Austria
1213	Department of Economics, University of Warwick	https://api.ror.org/organizations?affiliation=Department+of+Economics,+University+of+Warwick	36	TRUE	1	COMMON TERMS	University of Warwick	https://ror.org/01a77tt86	United Kingdom
1214	Department of Geography, Geoeconomics, and Sustainable Development. Corvinus University of Budapest.	https://api.ror.org/organizations?affiliation=Department+of+Geography,+Geoeconomics,+and+Sustainable+Development.+Corvinus+University+of+Budapest.	21	TRUE	1	COMMON TERMS	Corvinus University of Budapest	https://ror.org/01vxfm326	Hungary
1215	Department of Government, Dartmouth College	https://api.ror.org/organizations?affiliation=Department+of+Government,+Dartmouth+College	30	TRUE	1	COMMON TERMS	Dartmouth College	https://ror.org/049s0rh22	United States
1216	Department of Political Economy, King's College London	https://api.ror.org/organizations?affiliation=Department+of+Political+Economy,+King's+College+London	5	TRUE	1	COMMON TERMS	King's College London	https://ror.org/0220mzb33	United Kingdom
1217	Department of Political Economy, King’s College London	https://api.ror.org/organizations?affiliation=Department+of+Political+Economy,+King's+College+London	5	TRUE	1	COMMON TERMS	King's College London	https://ror.org/0220mzb33	United Kingdom
1218	Department of Political Science Texas A&M University	https://api.ror.org/organizations?affiliation=Department+of+Political+Science+Texas+A&M+University	3	FALSE	0.62	COMMON TERMS	Texas A&M Health Science Center	https://ror.org/01tx6pn92	United States
1219	Department of Political Science and International Relations, University of Geneva, Switzerland	https://api.ror.org/organizations?affiliation=Department+of+Political+Science+and+International+Relations,+University+of+Geneva,+Switzerland	14	TRUE	1	FUZZY	University of Geneva	https://ror.org/01swzsf04	Switzerland
1220	Department of Political Science and International Relations, University of Southern California	https://api.ror.org/organizations?affiliation=Department+of+Political+Science+and+International+Relations,+University+of+Southern+California	13	TRUE	1	COMMON TERMS	University of Southern California	https://ror.org/03taz7m60	United States
1221	Department of Political Science and Public Management, University of Southern Denmark	https://api.ror.org/organizations?affiliation=Department+of+Political+Science+and+Public+Management,+University+of+Southern+Denmark	4	TRUE	1	COMMON TERMS	University of Southern Denmark	https://ror.org/03yrrjy16	Denmark
1222	Department of Political Science, Central European University	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+Central+European+University	37	FALSE	1	PHRASE	Central European University	https://ror.org/02zx40v98	Austria
1223	Department of Political Science, Universitat Autònoma de Barcelona	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+Universitat+Autonoma+de+Barcelona	32	TRUE	1	PHRASE	Autonomous University of Barcelona	https://ror.org/052g8jq94	Spain
1224	Department of Political Science, University College London	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+College+London	3	TRUE	1	COMMON TERMS	University College London	https://ror.org/02jx3x895	United Kingdom
1225	Department of Political Science, University of Copenhagen, Denmark	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+of+Copenhagen,+Denmark	6	TRUE	1	COMMON TERMS	University of Copenhagen	https://ror.org/035b05819	Denmark
1226	Department of Political Science, University of Duisburg-Essen	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+of+Duisburg-Essen	44	TRUE	0.96	COMMON TERMS	University of Duisburg-Essen	https://ror.org/04mz5ra38	Germany
1227	Department of Political Science, University of Duisburg-Essen, Germany	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+of+Duisburg-Essen,+Germany	9	TRUE	0.96	COMMON TERMS	University of Duisburg-Essen	https://ror.org/04mz5ra38	Germany
1228	Department of Political Science, University of Kentucky	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+of+Kentucky	16	TRUE	1	COMMON TERMS	University of Kentucky	https://ror.org/02k3smh20	United States
1229	Department of Political Science, University of Zurich, Switzerland	https://api.ror.org/organizations?affiliation=Department+of+Political+Science,+University+of+Zurich,+Switzerland	15	TRUE	1	COMMON TERMS	University of Zurich	https://ror.org/02crff812	Switzerland
1230	Department of Political and Social Sciences, European University Institute	https://api.ror.org/organizations?affiliation=Department+of+Political+and+Social+Sciences,+European+University+Institute	32	FALSE	1	PHRASE	European University Institute	https://ror.org/0031wrj91	Italy
1231	Department of Politics and International Relations, University of Oxford && Department of Political Science, University College London	https://api.ror.org/organizations?affiliation=Department+of+Politics+and+International+Relations,+University+of+Oxford+&&+Department+of+Political+Science,+University+College+London	39	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
1232	Department of Politics and International Studies, University of Warwick	https://api.ror.org/organizations?affiliation=Department+of+Politics+and+International+Studies,+University+of+Warwick	41	TRUE	1	COMMON TERMS	University of Warwick	https://ror.org/01a77tt86	United Kingdom
1233	Department of Politics and Society, Aalborg University	https://api.ror.org/organizations?affiliation=Department+of+Politics+and+Society,+Aalborg+University	40	TRUE	1	COMMON TERMS	Aalborg University	https://ror.org/04m5j1k67	Denmark
1234	Department of Politics, New York University, USA	https://api.ror.org/organizations?affiliation=Department+of+Politics,+New+York+University,+USA	15	TRUE	1	COMMON TERMS	New York University	https://ror.org/0190ak572	United States
1235	Department of Politics, Princeton University	https://api.ror.org/organizations?affiliation=Department+of+Politics,+Princeton+University	33	TRUE	1	COMMON TERMS	Princeton University	https://ror.org/00hx57361	United States
1236	Department of Social Policy and Intervention, University of Oxford	https://api.ror.org/organizations?affiliation=Department+of+Social+Policy+and+Intervention,+University+of+Oxford	42	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
1237	Department of Sociology and Political Science, Norwegian University of Science and Technology (NTNU)	https://api.ror.org/organizations?affiliation=Department+of+Sociology+and+Political+Science,+Norwegian+University+of+Science+and+Technology+(NTNU)	20	FALSE	0.95	COMMON TERMS	Norwegian University of Science and Technology	https://ror.org/05xg72x27	Norway
1238	Deutsches Zentrum für Integrations und Migrationsforschung DeZIM e.V.	https://api.ror.org/organizations?affiliation=Deutsches+Zentrum+fur+Integrations+und+Migrationsforschung+DeZIM+e.V.	12	TRUE	0.92	COMMON TERMS	German Center for Integration and Migration Research	https://ror.org/03ym65z81	Germany
1239	Deutsches Zentrum für Integrations und Migrationsforschung DeZIM e.V. && Immigration Policy Lab, Stanford University	https://api.ror.org/organizations?affiliation=Deutsches+Zentrum+fur+Integrations+und+Migrationsforschung+DeZIM+e.V.+&&+Immigration+Policy+Lab,+Stanford+University	12	TRUE	0.92	COMMON TERMS	German Center for Integration and Migration Research	https://ror.org/03ym65z81	Germany
1240	Deutsches Zentrum für Integrations- und Migrationsforschung && University of Potsdam	https://api.ror.org/organizations?affiliation=Deutsches+Zentrum+fur+Integrations-+und+Migrationsforschung+&&+University+of+Potsdam	1	TRUE	1	EXACT	German Center for Integration and Migration Research	https://ror.org/03ym65z81	Germany
1241	Development Research Group	https://api.ror.org/organizations?affiliation=Development+Research+Group	10	FALSE	0.73	COMMON TERMS	Institut de Recherche pour le Développement	https://ror.org/05q3vnk25	France
1242	Doctoral Candidate, KU Leuven	https://api.ror.org/organizations?affiliation=Doctoral+Candidate,+KU+Leuven	8	TRUE	1	PHRASE	KU Leuven	https://ror.org/05f950310	Belgium
1243	Donders Institute at Radboud University, Netherlands	https://api.ror.org/organizations?affiliation=Donders+Institute+at+Radboud+University,+Netherlands	6	FALSE	0.81	COMMON TERMS	Radboud University Nijmegen	https://ror.org/016xsfp80	Netherlands
1244	Dublin City University	https://api.ror.org/organizations?affiliation=Dublin+City+University	1	TRUE	1	EXACT	Dublin City University	https://ror.org/04a1a1e81	Ireland
1245	Dynamics RTG & Humboldt University Berlin, Germany	https://api.ror.org/organizations?affiliation=Dynamics+RTG+&+Humboldt+University+Berlin,+Germany	9	FALSE	0.77	COMMON TERMS	Exact Dynamics (Netherlands)	https://ror.org/02c2zwv68	Netherlands
1246	EBAPE-FGV, Brazil	https://api.ror.org/organizations?affiliation=EBAPE-FGV,+Brazil	2	FALSE	0.59	COMMON TERMS	Pan American Health Organization (Brasil)	https://ror.org/02jkz3g13	Brazil
1247	ERC postdoctoral researcher at Istanbul Bilgi University	https://api.ror.org/organizations?affiliation=ERC+postdoctoral+researcher+at+Istanbul+Bilgi+University	16	FALSE	0.9	ACRONYM	Energy Research Consultants (United States)	https://ror.org/01w6p0240	United States
1248	ETH Zurich && Immigration Policy Lab	https://api.ror.org/organizations?affiliation=ETH+Zurich+&&+Immigration+Policy+Lab	1	TRUE	1	EXACT	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1249	ETH Zurich, European Politics Research Group	https://api.ror.org/organizations?affiliation=ETH+Zurich,+European+Politics+Research+Group	23	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1250	ETH Zurich, International Conflict Research Group	https://api.ror.org/organizations?affiliation=ETH+Zurich,+International+Conflict+Research+Group	22	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1251	ETH-Zurich, Switzerland	https://api.ror.org/organizations?affiliation=ETH-Zurich,+Switzerland	11	TRUE	1	PHRASE	ETH Zurich	https://ror.org/05a28rw58	Switzerland
1252	Ecole Normale Superieure Lyon, France	https://api.ror.org/organizations?affiliation=Ecole+Normale+Superieure+Lyon,+France	3	TRUE	0.95	COMMON TERMS	École Normale Supérieure de Lyon	https://ror.org/04zmssz18	France
1253	Einaudi Institute for Economics and Finance	https://api.ror.org/organizations?affiliation=Einaudi+Institute+for+Economics+and+Finance	1	TRUE	1	EXACT	Einaudi Institute for Economics and Finance	https://ror.org/04e874t64	Italy
1254	Europa-Universität Flensburg	https://api.ror.org/organizations?affiliation=Europa-Universitat+Flensburg	1	TRUE	1	EXACT	University of Flensburg	https://ror.org/046e0mt33	Germany
1255	European Commission, Joint Research Centre in Ispra.	https://api.ror.org/organizations?affiliation=European+Commission,+Joint+Research+Centre+in+Ispra.	22	TRUE	1	PHRASE	European Commission	https://ror.org/00k4n6c32	Belgium
1256	European University Institute & Centre for Economic and Regional Studies (Békéscsaba, Hungary), Italy	https://api.ror.org/organizations?affiliation=European+University+Institute+&+Centre+for+Economic+and+Regional+Studies+(Bekescsaba,+Hungary),+Italy	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1257	European University Institute && Audencia Business School	https://api.ror.org/organizations?affiliation=European+University+Institute+&&+Audencia+Business+School	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1258	European University Institute && Nuffield College, University of Oxford	https://api.ror.org/organizations?affiliation=European+University+Institute+&&+Nuffield+College,+University+of+Oxford	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1259	European University Institute && RFF-CMCC European Institute on Economics and the Environment	https://api.ror.org/organizations?affiliation=European+University+Institute+&&+RFF-CMCC+European+Institute+on+Economics+and+the+Environment	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1260	European University Institute && University of Essex	https://api.ror.org/organizations?affiliation=European+University+Institute+&&+University+of+Essex	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1261	European University Institute && University of Malta	https://api.ror.org/organizations?affiliation=European+University+Institute+&&+University+of+Malta	1	TRUE	1	EXACT	European University Institute	https://ror.org/0031wrj91	Italy
1262	European University Institute, Aarhus University	https://api.ror.org/organizations?affiliation=European+University+Institute,+Aarhus+University	32	FALSE	1	PHRASE	European University Institute	https://ror.org/0031wrj91	Italy
1263	European University Institute, Italy && Universidad Carlos III de Madrid, Spain	https://api.ror.org/organizations?affiliation=European+University+Institute,+Italy+&&+Universidad+Carlos+III+de+Madrid,+Spain	4	TRUE	1	COMMON TERMS	European University Institute	https://ror.org/0031wrj91	Italy
1264	European University Institute, Italy && University of North Carolina at Chapel Hill, USA	https://api.ror.org/organizations?affiliation=European+University+Institute,+Italy+&&+University+of+North+Carolina+at+Chapel+Hill,+USA	4	TRUE	1	COMMON TERMS	European University Institute	https://ror.org/0031wrj91	Italy
1265	European University Institute, Sweden	https://api.ror.org/organizations?affiliation=European+University+Institute,+Sweden	3	FALSE	0.7	HEURISTICS	Mid Sweden University	https://ror.org/019k1pd13	Sweden
1266	European University Viadrina, Germany	https://api.ror.org/organizations?affiliation=European+University+Viadrina,+Germany	2	TRUE	1	PHRASE	European University Viadrina	https://ror.org/02msan859	Germany
1267	FGV, Brazil	https://api.ror.org/organizations?affiliation=FGV,+Brazil	3	FALSE	0.67	COMMON TERMS	Pan American Health Organization (Brasil)	https://ror.org/02jkz3g13	Brazil
1268	FU Berlin & WZB, Germany	https://api.ror.org/organizations?affiliation=FU+Berlin+&+WZB,+Germany	1	TRUE	1	EXACT	Freie Universität Berlin	https://ror.org/046ak2485	Germany
1269	FU Berlin, Germany	https://api.ror.org/organizations?affiliation=FU+Berlin,+Germany	9	TRUE	1	PHRASE	Freie Universität Berlin	https://ror.org/046ak2485	Germany
1270	Faculty of Political Science and Economics, Waseda University	https://api.ror.org/organizations?affiliation=Faculty+of+Political+Science+and+Economics,+Waseda+University	35	TRUE	1	HEURISTICS	Waseda University	https://ror.org/00ntfnx83	Japan
1271	Faculty of Social Sciences, Charles University	https://api.ror.org/organizations?affiliation=Faculty+of+Social+Sciences,+Charles+University	31	TRUE	1	PHRASE	Charles University	https://ror.org/024d6js02	Czechia
1272	Faculty of Social sciences, Charles University	https://api.ror.org/organizations?affiliation=Faculty+of+Social+sciences,+Charles+University	32	TRUE	1	PHRASE	Charles University	https://ror.org/024d6js02	Czechia
1273	Fairleigh Dickinson University, USA	https://api.ror.org/organizations?affiliation=Fairleigh+Dickinson+University,+USA	2	TRUE	0.94	COMMON TERMS	Fairleigh Dickinson University	https://ror.org/04wkzvc75	United States
1274	Fors Marsh Group	https://api.ror.org/organizations?affiliation=Fors+Marsh+Group	4	FALSE	0.56	COMMON TERMS	British Hydromechanics Research Group	https://ror.org/02bhe9a93	United Kingdom
1275	Franklin University Switzerland, Switzerland	https://api.ror.org/organizations?affiliation=Franklin+University+Switzerland,+Switzerland	10	TRUE	1	PHRASE	Franklin University Switzerland	https://ror.org/0217vcy92	Switzerland
