affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
The Chinese University of Hong Kong	https://api.ror.org/organizations?affiliation=The+Chinese+University+of+Hong+Kong	13	TRUE	1	PHRASE	Chinese University of Hong Kong	https://ror.org/00t33hh48	China
The Danish Center for Social Science Research, Denmark	https://api.ror.org/organizations?affiliation=The+Danish+Center+for+Social+Science+Research,+Denmark	2	TRUE	1	PHRASE	Danish Center for Social Science Research	https://ror.org/0523ssa79	Denmark
The Graduate Institute Geneva, Switzerland	https://api.ror.org/organizations?affiliation=The+Graduate+Institute+Geneva,+Switzerland	7	TRUE	1	PHRASE	Graduate Institute of International and Development Studies	https://ror.org/007ygn379	Switzerland
The Hebrew University of Jerusalem	https://api.ror.org/organizations?affiliation=The+Hebrew+University+of+Jerusalem	18	TRUE	1	PHRASE	Hebrew University of Jerusalem	https://ror.org/03qxff017	Israel
The Hebrew University of Jerusalem && The Open University of Israel	https://api.ror.org/organizations?affiliation=The+Hebrew+University+of+Jerusalem+&&+The+Open+University+of+Israel	18	TRUE	1	PHRASE	Hebrew University of Jerusalem	https://ror.org/03qxff017	Israel
The Leiden University Institute for Area Studies, Faculty of Humanities, Leiden University	https://api.ror.org/organizations?affiliation=The+Leiden+University+Institute+for+Area+Studies,+Faculty+of+Humanities,+Leiden+University	68	TRUE	1	COMMON TERMS	Leiden University	https://ror.org/027bh9e22	Netherlands
The London School of Economics and Political Science, United Kingdom	https://api.ror.org/organizations?affiliation=The+London+School+of+Economics+and+Political+Science,+United+Kingdom	13	TRUE	1	PHRASE	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
The Ohio State University, USA	https://api.ror.org/organizations?affiliation=The+Ohio+State+University,+USA	9	TRUE	1	PHRASE	The Ohio State University	https://ror.org/00rs6vg23	United States
The Open University of Israel	https://api.ror.org/organizations?affiliation=The+Open+University+of+Israel	2	TRUE	1	PHRASE	Open University of Israel	https://ror.org/027z64205	Israel
The University of Chicago, Chicago	https://api.ror.org/organizations?affiliation=The+University+of+Chicago,+Chicago	25	TRUE	1	PHRASE	University of Chicago	https://ror.org/024mw5h28	United States
The University of Sydney	https://api.ror.org/organizations?affiliation=The+University+of+Sydney	19	TRUE	1	PHRASE	University of Sydney	https://ror.org/0384j8v12	Australia
The University of Texas at Austin	https://api.ror.org/organizations?affiliation=The+University+of+Texas+at+Austin	8	TRUE	1	PHRASE	The University of Texas at Austin	https://ror.org/00hj54h04	United States
The University of Tokyo	https://api.ror.org/organizations?affiliation=The+University+of+Tokyo	6	TRUE	1	PHRASE	University of Tokyo	https://ror.org/057zh3y96	Japan
The University of Western Australia, Australia	https://api.ror.org/organizations?affiliation=The+University+of+Western+Australia,+Australia	18	TRUE	1	PHRASE	University of Western Australia	https://ror.org/047272k79	Australia
The Western Galilee College, Israel	https://api.ror.org/organizations?affiliation=The+Western+Galilee+College,+Israel	5	TRUE	1	PHRASE	Western Galilee College	https://ror.org/00ajd9b21	Israel
The World Bank, USA	https://api.ror.org/organizations?affiliation=The+World+Bank,+USA	7	TRUE	1	PHRASE	World Bank	https://ror.org/00ae7jd04	United States
Tinbergen Institute && Vrije Universiteit Rotterdam	https://api.ror.org/organizations?affiliation=Tinbergen+Institute+&&+Vrije+Universiteit+Rotterdam	19	TRUE	1	PHRASE	Tinbergen Institute	https://ror.org/054xxtt73	Netherlands
Tokyo University of Science	https://api.ror.org/organizations?affiliation=Tokyo+University+of+Science	8	FALSE	1	HEURISTICS	University of Tokyo	https://ror.org/057zh3y96	Japan
Tokyo University of Science, Tokyo	https://api.ror.org/organizations?affiliation=Tokyo+University+of+Science,+Tokyo	12	FALSE	1	HEURISTICS	University of Tokyo	https://ror.org/057zh3y96	Japan
Tony Blair Institute for Global Change, United Kingdom	https://api.ror.org/organizations?affiliation=Tony+Blair+Institute+for+Global+Change,+United+Kingdom	9	FALSE	0.69	COMMON TERMS	United Learning	https://ror.org/01xnh6j48	United Kingdom
Toulouse School of Economics, France	https://api.ror.org/organizations?affiliation=Toulouse+School+of+Economics,+France	4	TRUE	1	PHRASE	Toulouse School of Economics	https://ror.org/00ff5f522	France
Toulouse School of Economics, IAST, France	https://api.ror.org/organizations?affiliation=Toulouse+School+of+Economics,+IAST,+France	3	TRUE	1	PHRASE	Toulouse School of Economics	https://ror.org/00ff5f522	France
Trinity College Dublin	https://api.ror.org/organizations?affiliation=Trinity+College+Dublin	18	TRUE	1	PHRASE	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
Trinity College Dublin, Dublin	https://api.ror.org/organizations?affiliation=Trinity+College+Dublin,+Dublin	27	TRUE	1	PHRASE	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
Trinity College Dublin, Ireland	https://api.ror.org/organizations?affiliation=Trinity+College+Dublin,+Ireland	2	TRUE	1	PHRASE	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
Trinity College Dublin, TCD, Ireland	https://api.ror.org/organizations?affiliation=Trinity+College+Dublin,+TCD,+Ireland	2	TRUE	1	PHRASE	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
Trinity College, Dublin, Ireland	https://api.ror.org/organizations?affiliation=Trinity+College,+Dublin,+Ireland	9	TRUE	1	PHRASE	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
Trinity University, USA	https://api.ror.org/organizations?affiliation=Trinity+University,+USA	6	TRUE	1	PHRASE	Trinity University	https://ror.org/00t8gz605	United States
Triniy College Dublin	https://api.ror.org/organizations?affiliation=Triniy+College+Dublin	18	TRUE	0.98	COMMON TERMS	Trinity College Dublin	https://ror.org/02tyrky19	Ireland
TU Braunschweig	https://api.ror.org/organizations?affiliation=TU+Braunschweig	11	TRUE	1	PHRASE	Technische Universität Braunschweig	https://ror.org/010nsgg66	Germany
TU Delft, Netherlands	https://api.ror.org/organizations?affiliation=TU+Delft,+Netherlands	3	TRUE	1	PHRASE	Delft University of Technology	https://ror.org/02e2c7k09	Netherlands
TU Dortmund University	https://api.ror.org/organizations?affiliation=TU+Dortmund+University	19	TRUE	1	PHRASE	TU Dortmund University	https://ror.org/01k97gp34	Germany
Tufts University, Boston	https://api.ror.org/organizations?affiliation=Tufts+University,+Boston	28	TRUE	1	PHRASE	Tufts University	https://ror.org/05wvpxv85	United States
Tulane University, New Orleans	https://api.ror.org/organizations?affiliation=Tulane+University,+New+Orleans	31	TRUE	1	PHRASE	Tulane University	https://ror.org/04vmvtb21	United States
Tulane University, USA	https://api.ror.org/organizations?affiliation=Tulane+University,+USA	8	TRUE	1	PHRASE	Tulane University	https://ror.org/04vmvtb21	United States
UC Berkeley, USA	https://api.ror.org/organizations?affiliation=UC+Berkeley,+USA	7	TRUE	1	PHRASE	University of California, Berkeley	https://ror.org/01an7q238	United States
UC Davis, USA	https://api.ror.org/organizations?affiliation=UC+Davis,+USA	10	TRUE	1	PHRASE	University of California, Davis	https://ror.org/05rrcem69	United States
UC Riverside, USA	https://api.ror.org/organizations?affiliation=UC+Riverside,+USA	9	TRUE	1	PHRASE	University of California, Riverside	https://ror.org/03nawhv43	United States
UCD, Ireland	https://api.ror.org/organizations?affiliation=UCD,+Ireland	1	TRUE	1	ACRONYM	University College Dublin	https://ror.org/05m7pjf47	Ireland
UCL, London	https://api.ror.org/organizations?affiliation=UCL,+London	1	TRUE	1	ACRONYM	University College London	https://ror.org/02jx3x895	United Kingdom
UCLA, USA	https://api.ror.org/organizations?affiliation=UCLA,+USA	1	TRUE	1	ACRONYM	University of California, Los Angeles	https://ror.org/046rm7j60	United States
UCLouvain, Belgium	https://api.ror.org/organizations?affiliation=UCLouvain,+Belgium	9	FALSE	0.67	COMMON TERMS	Oxfam Solidarité	https://ror.org/0530vbv92	Belgium
UCSD Department of Political Science, San Diego && UCSD School of Global Policy and Strategy, San Diego	https://api.ror.org/organizations?affiliation=UCSD+Department+of+Political+Science,+San+Diego+&&+UCSD+School+of+Global+Policy+and+Strategy,+San+Diego	31	TRUE	0.9	ACRONYM	University of California, San Diego	https://ror.org/0168r3w48	United States
UCSD School of Global Policy and Strategy, San Diego	https://api.ror.org/organizations?affiliation=UCSD+School+of+Global+Policy+and+Strategy,+San+Diego	37	TRUE	0.9	ACRONYM	University of California, San Diego	https://ror.org/0168r3w48	United States
UCSD, USA	https://api.ror.org/organizations?affiliation=UCSD,+USA	1	TRUE	1	ACRONYM	University of California, San Diego	https://ror.org/0168r3w48	United States
UIUC, Urbana-Champaign	https://api.ror.org/organizations?affiliation=UIUC,+Urbana-Champaign	13	TRUE	1	PHRASE	University of Illinois Urbana-Champaign	https://ror.org/047426m28	United States
Umeå University	https://api.ror.org/organizations?affiliation=Umea+University	18	TRUE	1	PHRASE	Umeå University	https://ror.org/05kb8h459	Sweden
Umeå University, Umeå	https://api.ror.org/organizations?affiliation=Umea+University,+Umea	19	TRUE	1	PHRASE	Umeå University	https://ror.org/05kb8h459	Sweden
UNC Chapel Hill, USA	https://api.ror.org/organizations?affiliation=UNC+Chapel+Hill,+USA	15	TRUE	1	PHRASE	University of North Carolina at Chapel Hill	https://ror.org/0130frc33	United States
UNIGE, Switzerland	https://api.ror.org/organizations?affiliation=UNIGE,+Switzerland	8	TRUE	1	ACRONYM	University of Geneva	https://ror.org/01swzsf04	Switzerland
United States Naval Academy, USA	https://api.ror.org/organizations?affiliation=United+States+Naval+Academy,+USA	7	TRUE	1	PHRASE	United States Naval Academy	https://ror.org/00znex860	United States
Univeristy of Bologna, Bologna && Center for Research and Social Progress, Ponte dell'Olio	https://api.ror.org/organizations?affiliation=Univeristy+of+Bologna,+Bologna+&&+Center+for+Research+and+Social+Progress,+Ponte+dell'Olio	26	TRUE	0.95	COMMON TERMS	University of Bologna	https://ror.org/01111rn36	Italy
Universidad Autónoma de Chile	https://api.ror.org/organizations?affiliation=Universidad+Autonoma+de+Chile	4	TRUE	1	PHRASE	Universidad Autónoma de Chile	https://ror.org/010r9dy59	Chile
Universidad Carlos III	https://api.ror.org/organizations?affiliation=Universidad+Carlos+III	16	TRUE	0.9	ACRONYM	Institute for Information Industry	https://ror.org/01d8kr740	Taiwan
Universidad Carlos III de Madrid	https://api.ror.org/organizations?affiliation=Universidad+Carlos+III+de+Madrid	14	TRUE	1	PHRASE	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
Universidad Carlos III de Madrid, Spain	https://api.ror.org/organizations?affiliation=Universidad+Carlos+III+de+Madrid,+Spain	10	TRUE	1	PHRASE	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
Universidad Católica del Uruguay, Uruguay	https://api.ror.org/organizations?affiliation=Universidad+Catolica+del+Uruguay,+Uruguay	7	TRUE	1	PHRASE	Catholic University of Uruguay	https://ror.org/019xvpc30	Uruguay
Universidad Complutense	https://api.ror.org/organizations?affiliation=Universidad+Complutense	19	FALSE	0.82	PHRASE	Complutense University of Madrid	https://ror.org/02p0gd045	Spain
Universidad Complutense de Madrid, Universidad Carlos III de Madrid	https://api.ror.org/organizations?affiliation=Universidad+Complutense+de+Madrid,+Universidad+Carlos+III+de+Madrid	21	TRUE	1	PHRASE	Complutense University of Madrid	https://ror.org/02p0gd045	Spain
Universidad de la República (Uruguay)	https://api.ror.org/organizations?affiliation=Universidad+de+la+Republica+(Uruguay)	3	TRUE	1	COMMON TERMS	University of the Republic	https://ror.org/030bbe882	Uruguay
Universidad de los Andes, Colombia	https://api.ror.org/organizations?affiliation=Universidad+de+los+Andes,+Colombia	4	TRUE	1	PHRASE	Universidad de Los Andes	https://ror.org/02mhbdp94	Colombia
Universidad de Navarra, Spain	https://api.ror.org/organizations?affiliation=Universidad+de+Navarra,+Spain	14	TRUE	1	PHRASE	University of Navarra	https://ror.org/02rxc7m23	Spain
Universidad de Santiago de Chile, Chile	https://api.ror.org/organizations?affiliation=Universidad+de+Santiago+de+Chile,+Chile	10	TRUE	1	PHRASE	University of Santiago Chile	https://ror.org/02ma57s91	Chile
Universidad Loyola Andalucía, Spain	https://api.ror.org/organizations?affiliation=Universidad+Loyola+Andalucia,+Spain	8	TRUE	1	PHRASE	Universidad Loyola Andalucía	https://ror.org/0075gfd51	Spain
Universidade da Coruña	https://api.ror.org/organizations?affiliation=Universidade+da+Coruna	14	TRUE	1	PHRASE	University of A Coruña	https://ror.org/01qckj285	Spain
Universidade de São Paulo	https://api.ror.org/organizations?affiliation=Universidade+de+Sao+Paulo	12	TRUE	1	PHRASE	Universidade de São Paulo	https://ror.org/036rp1748	Brazil
Universidade Europeia, Portugal	https://api.ror.org/organizations?affiliation=Universidade+Europeia,+Portugal	11	TRUE	1	PHRASE	Universidade Europeia	https://ror.org/04bcdt432	Portugal
Università Cattolica del Sacro Cuore, Milano, Italy	https://api.ror.org/organizations?affiliation=Universita+Cattolica+del+Sacro+Cuore,+Milano,+Italy	22	TRUE	1	PHRASE	Catholic University of the Sacred Heart	https://ror.org/03h7r5v07	Italy
Università degli Studi della Calabria, Italy	https://api.ror.org/organizations?affiliation=Universita+degli+Studi+della+Calabria,+Italy	17	FALSE	0.87	COMMON TERMS	University of Basilicata	https://ror.org/03tc05689	Italy
Università degli Studi di Messina, Italy	https://api.ror.org/organizations?affiliation=Universita+degli+Studi+di+Messina,+Italy	16	TRUE	1	PHRASE	University of Messina	https://ror.org/05ctdxz19	Italy
Università degli Studi di Milano	https://api.ror.org/organizations?affiliation=Universita+degli+Studi+di+Milano	15	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
Università degli Studi di Milano, Italy	https://api.ror.org/organizations?affiliation=Universita+degli+Studi+di+Milano,+Italy	15	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
Università degli Studi di Milano, Milan	https://api.ror.org/organizations?affiliation=Universita+degli+Studi+di+Milano,+Milan	17	TRUE	1	PHRASE	University of Milan	https://ror.org/00wjc7c48	Italy
Universitat Autonoma de Barcelona	https://api.ror.org/organizations?affiliation=Universitat+Autonoma+de+Barcelona	17	TRUE	1	PHRASE	Autonomous University of Barcelona	https://ror.org/052g8jq94	Spain
Universitat Autònoma de Barcelona	https://api.ror.org/organizations?affiliation=Universitat+Autonoma+de+Barcelona	17	TRUE	1	PHRASE	Autonomous University of Barcelona	https://ror.org/052g8jq94	Spain
Universitat Autònoma de Barcelona, Spain	https://api.ror.org/organizations?affiliation=Universitat+Autonoma+de+Barcelona,+Spain	10	TRUE	1	PHRASE	Autonomous University of Barcelona	https://ror.org/052g8jq94	Spain
Universität Basel, Switzerland	https://api.ror.org/organizations?affiliation=Universitat+Basel,+Switzerland	15	TRUE	1	PHRASE	University of Basel	https://ror.org/02s6k3f65	Switzerland
Universität Bremen && University of Zurich	https://api.ror.org/organizations?affiliation=Universitat+Bremen+&&+University+of+Zurich	17	TRUE	1	PHRASE	University of Bremen	https://ror.org/04ers2y35	Germany
Universitat de Barcelona	https://api.ror.org/organizations?affiliation=Universitat+de+Barcelona	20	TRUE	1	PHRASE	University of Barcelona	https://ror.org/021018s57	Spain
Universitat de Barcelona, Spain	https://api.ror.org/organizations?affiliation=Universitat+de+Barcelona,+Spain	11	TRUE	1	PHRASE	University of Barcelona	https://ror.org/021018s57	Spain
Universität Duisburg-Essen	https://api.ror.org/organizations?affiliation=Universitat+Duisburg-Essen	18	TRUE	1	PHRASE	University of Duisburg-Essen	https://ror.org/04mz5ra38	Germany
Universität Düsseldorf	https://api.ror.org/organizations?affiliation=Universitat+Dusseldorf	17	FALSE	0.83	COMMON TERMS	Düsseldorf University Hospital	https://ror.org/006k2kk72	Germany
Universität Hamburg	https://api.ror.org/organizations?affiliation=Universitat+Hamburg	17	TRUE	1	PHRASE	Universität Hamburg	https://ror.org/00g30e956	Germany
Universität Innsbruck, Austria	https://api.ror.org/organizations?affiliation=Universitat+Innsbruck,+Austria	8	TRUE	1	PHRASE	Universität Innsbruck	https://ror.org/054pv6659	Austria
Universität Konstanz	https://api.ror.org/organizations?affiliation=Universitat+Konstanz	17	TRUE	1	PHRASE	University of Konstanz	https://ror.org/0546hnb39	Germany
Universität Mannheim	https://api.ror.org/organizations?affiliation=Universitat+Mannheim	18	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Universität Mannheim, Germany	https://api.ror.org/organizations?affiliation=Universitat+Mannheim,+Germany	10	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Universitat Oberta de Catalunya, Spain	https://api.ror.org/organizations?affiliation=Universitat+Oberta+de+Catalunya,+Spain	11	TRUE	1	PHRASE	Open University of Catalonia	https://ror.org/01f5wp925	Spain
Universitat Pompeu Fabra	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra	17	TRUE	1	PHRASE	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Universitat Pompeu Fabra (UPF)	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra+(UPF)	20	TRUE	1	COMMON TERMS	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Universitat Pompeu Fabra (UPF), Spain	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra+(UPF),+Spain	4	TRUE	1	COMMON TERMS	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Universitat Pompeu Fabra, Barcelona	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra,+Barcelona	21	TRUE	1	PHRASE	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Universitat Pompeu Fabra, Spain	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra,+Spain	4	TRUE	1	PHRASE	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Universitat Pompeu Fabra, Spain. Institut de Barcelona d'Estudis de Barcelona (IBEI), Spain	https://api.ror.org/organizations?affiliation=Universitat+Pompeu+Fabra,+Spain.+Institut+de+Barcelona+d'Estudis+de+Barcelona+(IBEI),+Spain	14	TRUE	1	PHRASE	Pompeu Fabra University	https://ror.org/04n0g0b29	Spain
Université de Genève	https://api.ror.org/organizations?affiliation=Universite+de+Geneve	19	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
Université de Montréal	https://api.ror.org/organizations?affiliation=Universite+de+Montreal	19	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
Universite de Montreal, Canada	https://api.ror.org/organizations?affiliation=Universite+de+Montreal,+Canada	9	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
Université de Montréal, Canada	https://api.ror.org/organizations?affiliation=Universite+de+Montreal,+Canada	9	TRUE	1	PHRASE	University of Montreal	https://ror.org/0161xgx34	Canada
Université libre de Bruxelles, Belgium	https://api.ror.org/organizations?affiliation=Universite+libre+de+Bruxelles,+Belgium	4	TRUE	1	PHRASE	Université Libre de Bruxelles	https://ror.org/01r9htc13	Belgium
Université libre de Bruxelles, USA	https://api.ror.org/organizations?affiliation=Universite+libre+de+Bruxelles,+USA	0						
Universite Pantheon Assas (Paris 2), Paris	https://api.ror.org/organizations?affiliation=Universite+Pantheon+Assas+(Paris+2),+Paris	17	TRUE	0.96	COMMON TERMS	Panthéon-Assas University	https://ror.org/04qb2qm38	France
Universiteit van Amsterdam, Netherlands	https://api.ror.org/organizations?affiliation=Universiteit+van+Amsterdam,+Netherlands	5	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University A Coruña	https://api.ror.org/organizations?affiliation=University+A+Coruna	18	TRUE	0.93	COMMON TERMS	University of A Coruña	https://ror.org/01qckj285	Spain
University at Buffalo	https://api.ror.org/organizations?affiliation=University+at+Buffalo	19	FALSE	0.86	PHRASE	University at Buffalo, State University of New York	https://ror.org/01y64my43	United States
University Carlos III Madrid	https://api.ror.org/organizations?affiliation=University+Carlos+III+Madrid	21	TRUE	0.95	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
University Carlos III of Madrid	https://api.ror.org/organizations?affiliation=University+Carlos+III+of+Madrid	20	TRUE	1	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
University Carlos III of Madrid, Spain	https://api.ror.org/organizations?affiliation=University+Carlos+III+of+Madrid,+Spain	10	TRUE	1	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
University Carlos III, Spain	https://api.ror.org/organizations?affiliation=University+Carlos+III,+Spain	5	FALSE	0.83	COMMON TERMS	Carlos III University of Madrid	https://ror.org/03ths8210	Spain
University College Dublin	https://api.ror.org/organizations?affiliation=University+College+Dublin	21	FALSE	1	PHRASE	RCSI & UCD Malaysia Campus	https://ror.org/0474gs458	Malaysia
University College Dublin, Ireland	https://api.ror.org/organizations?affiliation=University+College+Dublin,+Ireland	4	TRUE	1	PHRASE	University College Dublin	https://ror.org/05m7pjf47	Ireland
University College London	https://api.ror.org/organizations?affiliation=University+College+London	3	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London (UCL), United Kingdom	https://api.ror.org/organizations?affiliation=University+College+London+(UCL),+United+Kingdom	7	TRUE	1	COMMON TERMS	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, Department of Political Science	https://api.ror.org/organizations?affiliation=University+College+London,+Department+of+Political+Science	4	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, London	https://api.ror.org/organizations?affiliation=University+College+London,+London	9	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, United Kingdom	https://api.ror.org/organizations?affiliation=University+College+London,+United+Kingdom	9	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College London, United Kingdom. UCL, United Kingdom	https://api.ror.org/organizations?affiliation=University+College+London,+United+Kingdom.+UCL,+United+Kingdom	10	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University College, London	https://api.ror.org/organizations?affiliation=University+College,+London	3	TRUE	1	PHRASE	University College London	https://ror.org/02jx3x895	United Kingdom
University Koblenz Landau	https://api.ror.org/organizations?affiliation=University+Koblenz+Landau	19	TRUE	0.94	COMMON TERMS	University of Koblenz and Landau	https://ror.org/01j9f6752	Germany
University Mannheim	https://api.ror.org/organizations?affiliation=University+Mannheim	19	TRUE	0.93	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
University of Aarhus	https://api.ror.org/organizations?affiliation=University+of+Aarhus	20	TRUE	0.92	COMMON TERMS	Aarhus University	https://ror.org/01aj84f44	Denmark
University of Amsterdam	https://api.ror.org/organizations?affiliation=University+of+Amsterdam	20	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University of Amsterdam && Ghent University	https://api.ror.org/organizations?affiliation=University+of+Amsterdam+&&+Ghent+University	20	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University of Amsterdam, Amsterdam	https://api.ror.org/organizations?affiliation=University+of+Amsterdam,+Amsterdam	22	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University of Amsterdam, AMSTERDAM	https://api.ror.org/organizations?affiliation=University+of+Amsterdam,+AMSTERDAM	22	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University of Amsterdam, Netherlands	https://api.ror.org/organizations?affiliation=University+of+Amsterdam,+Netherlands	11	TRUE	1	PHRASE	University of Amsterdam	https://ror.org/04dkp9463	Netherlands
University of Antwerp, Belgium	https://api.ror.org/organizations?affiliation=University+of+Antwerp,+Belgium	9	TRUE	1	PHRASE	University of Antwerp	https://ror.org/008x57b05	Belgium
University of Arizona	https://api.ror.org/organizations?affiliation=University+of+Arizona	7	TRUE	1	PHRASE	University of Arizona	https://ror.org/03m2x1q45	United States
University of Arizona, USA	https://api.ror.org/organizations?affiliation=University+of+Arizona,+USA	7	TRUE	1	PHRASE	University of Arizona	https://ror.org/03m2x1q45	United States
University of Arkansas at Little Rock, USA	https://api.ror.org/organizations?affiliation=University+of+Arkansas+at+Little+Rock,+USA	9	TRUE	1	PHRASE	University of Arkansas at Little Rock	https://ror.org/04fttyv97	United States
University of Arkansas, Little Rock, USA	https://api.ror.org/organizations?affiliation=University+of+Arkansas,+Little+Rock,+USA	23	TRUE	0.96	COMMON TERMS	University of Arkansas at Little Rock	https://ror.org/04fttyv97	United States
University of Auckland, New Zealand	https://api.ror.org/organizations?affiliation=University+of+Auckland,+New+Zealand	11	TRUE	1	PHRASE	University of Auckland	https://ror.org/03b94tp07	New Zealand
University of Bamberg	https://api.ror.org/organizations?affiliation=University+of+Bamberg	20	TRUE	1	PHRASE	University of Bamberg	https://ror.org/01c1w6d29	Germany
University of Bamberg, Germany	https://api.ror.org/organizations?affiliation=University+of+Bamberg,+Germany	4	TRUE	1	PHRASE	University of Bamberg	https://ror.org/01c1w6d29	Germany
University of Barcelona	https://api.ror.org/organizations?affiliation=University+of+Barcelona	20	TRUE	1	PHRASE	University of Barcelona	https://ror.org/021018s57	Spain
University of Barcelona, Spain	https://api.ror.org/organizations?affiliation=University+of+Barcelona,+Spain	8	TRUE	1	PHRASE	University of Barcelona	https://ror.org/021018s57	Spain
University of Basel	https://api.ror.org/organizations?affiliation=University+of+Basel	19	TRUE	1	PHRASE	University of Basel	https://ror.org/02s6k3f65	Switzerland
University of Basel, Basel	https://api.ror.org/organizations?affiliation=University+of+Basel,+Basel	22	TRUE	1	PHRASE	University of Basel	https://ror.org/02s6k3f65	Switzerland
University of Basel, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Basel,+Switzerland	17	TRUE	1	PHRASE	University of Basel	https://ror.org/02s6k3f65	Switzerland
University of Bath	https://api.ror.org/organizations?affiliation=University+of+Bath	19	TRUE	1	PHRASE	University of Bath	https://ror.org/002h8g185	United Kingdom
University of Bath, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Bath,+United+Kingdom	10	TRUE	1	PHRASE	University of Bath	https://ror.org/002h8g185	United Kingdom
University of Bergen	https://api.ror.org/organizations?affiliation=University+of+Bergen	20	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
University of Bergen, Norway	https://api.ror.org/organizations?affiliation=University+of+Bergen,+Norway	9	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
University of Bergen, Norway && University of Southampton, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Bergen,+Norway+&&+University+of+Southampton,+United+Kingdom	9	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
University of Bergen; Fafo - Institute for Social Research	https://api.ror.org/organizations?affiliation=University+of+Bergen;+Fafo+-+Institute+for+Social+Research	20	TRUE	1	PHRASE	University of Bergen	https://ror.org/03zga2b32	Norway
University of Bern	https://api.ror.org/organizations?affiliation=University+of+Bern	19	TRUE	1	PHRASE	University of Bern	https://ror.org/02k7v4d05	Switzerland
University of Bern, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Bern,+Switzerland	18	TRUE	1	PHRASE	University of Bern	https://ror.org/02k7v4d05	Switzerland
University of Birmingham	https://api.ror.org/organizations?affiliation=University+of+Birmingham	20	TRUE	1	PHRASE	University of Birmingham	https://ror.org/03angcq70	United Kingdom
University of Birmingham, UK	https://api.ror.org/organizations?affiliation=University+of+Birmingham,+UK	4	TRUE	1	PHRASE	University of Birmingham	https://ror.org/03angcq70	United Kingdom
University of Birmingham, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Birmingham,+United+Kingdom	10	TRUE	1	PHRASE	University of Birmingham	https://ror.org/03angcq70	United Kingdom
University of Bologna	https://api.ror.org/organizations?affiliation=University+of+Bologna	19	TRUE	1	PHRASE	University of Bologna	https://ror.org/01111rn36	Italy
University of Bologna, Italy	https://api.ror.org/organizations?affiliation=University+of+Bologna,+Italy	11	TRUE	1	PHRASE	University of Bologna	https://ror.org/01111rn36	Italy
