year	abstract_id	abstract_ref	abstract_title	abstract_text	abstract_presenters	abstract_topic
2020	0116	1488	Global Economic Shocks, Local Economic Institutions, and Legislative Responses	The dramatic rise in import competition from developing countries has given new urgency to explain political responses in the United States and other advanced economies. While recent scholarship has demonstrated multiple effects of trade shocks, far less attention has been paid to unbundling the mechanisms through which import competition affects political responses on compensatory and trade policies. In this paper, we assess the possibility that an important part of the political effect works through local economic institutions – labor unions – that shape the relative strength of workers in the policymaking process. We study the US House of Representatives to untangle this institutional channel from other channels. In our empirical analysis we leverage two distinct sources of exogenous variation: an instrument for import competition drawn from the literature and a novel instrument for district-level union membership based on history and geography. We use them in a new semi-parametric approach to disentangle causal mechanisms. We find that (i) import competition lowers district-level unionization, (ii) weaker unions lead to less legislative support for compensating economic losers as well as less opposition to trade deregulation, and (iii) the union channel represents a large fraction of the overall effect of import exposure on legislative votes. We show that results are robust under alternative specifications and when accounting for possible local violations of exclusion restrictions. These findings have important implications for the political economy of globalization. They suggest that the political impact of globalization is broad with lasting consequences for civil society and democratic politics.	Daniel Stegmueller	NA
2020	0122	220	Dissolution powers, coalition inclusion probabilities and the fulfilment of election pledges	When and why are prime ministers able to fulfil their election promises? Scholars have long theorized, but never tested, that actors who can exploit their own and other parties’ electoral expectations in policy bargaining are better able realize their goals (Lupia & Strom 1995, Becher and Christiansen 2015). However, this expectation remains untested. Previous empirical work on the fulfilment of electoral promises has sidestepped the question of electoral bargaining leverage and focused instead on government attributes. Employing a new measure of coalition inclusion probabilities derived, in part, from party-level polling data in European parliamentary democracies, we offer the first empirical test of this central prediction of legislative bargaining models. Our results show that prime ministers with electoral leverage and the power to threaten early elections realize up to 18 per cent more of their election promises.	Petra Schleiter	NA
2020	0128	325	Parliament in Crisis: Power of Representative Assemblies in XVII century	The standard explanation for the rise of medieval legislative assemblies invokes the idea that rulers lacking resources were forced to bargain with the societal actors who control them, thus conceding rights and representation. Yet, while most previous works have focused on the bargaining process between early representative assemblies and the monarch, we do not know much about how legislative actors behaved during these power voids. We contend that elites in early representative assemblies used these power struggles to signal their sovereignty over the realm. We empirically examine this logic using the activity reported in the XVII century in the Journals of the House of Commons and the House of Lords, two of the longest established representative assemblies in the world. In order to capture the power of both representative assemblies, we implement a novel strategy based on entropy of topic shares in daily records of parliamentary activity. Our findings show that elites in both representative assemblies strategically used power voids in order to signal their sovereignty preferences and eventually extract concessions from the Monarchy. Our findings have important implications for our understanding of early legislative assemblies and provide a new way of measuring institutional power through the analysis of text.	Toni Rodon	NA
2020	0133	365	Local Female Representation as a Pathway to Power: A Natural Experiment in India	Does a numeric increase in local female representation influence women’s rise in the electoral hierarchy? While a vast literature examines the spillovers of female representation on political peers and citizens, we know little about upstream spillovers. I examine this question using the natural experiment of as-if random assignment of gender reservations in the world’s largest local elections in Delhi. I find that each additional increase in local female representation more than doubles the % of local female candidates that contest state elections and the likelihood that local and re-contesting state-level female candidates and incumbents secure party nominations. Consequently, female vote-share doubles. A conjoint experiment confirms that voters in local female constituencies prefer female candidates in state elections. Local female representation has upstream spillovers because it increases women’s influence within parties and enables cross-level gender co-operation, even when local representation is quota-mandated, and over shorter time horizon than widely assumed.	Tanushree Goyal	NA
2020	0136	1437	Tax Appeals and Social Intermediaries: Evidence from a Field Experiment in Lagos, Nigeria	One of the foremost challenges to state-building in weak states is the collection of sucient revenue for the government to supply public goods. States in the developing world are often plagued by bureaucratic and enforcement weaknesses that make direct collection dicult, and they compete with other actors who collect \taxes"""" informally. How can weak states develop a responsive tax base under these conditions? Which appeals are most eective in shifting the perceptions and actions of potential taypayers? This project examines the eectiveness of dierent tax appeals intended to increase income tax payment in the informal sector. We experimentally assigned 1,496 informal sector market vendors in Lagos, Nigeria, to an informational intervention that varied the framing of tax appeals (public goods versus enforcement) and the identity of the agent delivering the tax appeal (state or non-state). We nd that trust in the actor delivering the appeal does mediate the eectiveness of tax appeals, as does individuals' past experience of state-provided services. We also present results that are consistent with the idea that the position of both individuals and social intermediaries in clientelistic networks aects individual responsiveness to tax appeals. These ndings suggest that the emergence of tax bargains between states and citizens can be aected by two contextual elements, the presence of non-state """"social intermediaries"""" and the strength of a countervailing clientelistic system.	Adrienne LeBas	NA
2020	0117	462	Within-party Polarization in Parliamentary Speech	In list-based proportional representation systems the election of individual politicians largely depends on their rank position on the ballot. Party organizations therefore play a crucial role in determining which candidates will be elected, and incumbents have incentives to remain popular among party elites. Does this mean that candidate background characteristics are unimportant given party affiliation? We study this question using speeches from the Norwegian Parliament and recently developed techniques for measuring groups differences in high-dimensional choices. We find that the within-party polarization between men and women is of the same magnitude as the polarization between left-wing and right-wing parties. For the other background characteristics we consider -- age, urbanicity, and class background -- we find more muted differences within parties.	Oda Nedregård	NA
2020	0123	1430	Migration and redistributive spending: evidence from local authorities in England	In this project, we analyse the quantitative effects of the migration wave between 2003 and 2010 on English local authority spending, with a focus on expenditure items linked to redistribution. We apply a shift-share estimation strategy based on historical settlements and find preliminary evidence that immigration had a marginal impact on local authority funding sources and a negative effect on total service provision per capita. Zooming into the different expenditure items, we find that local authorities experiencing relatively larger migration inflows did not see changes in their expenditure mix but rather saw spending declines in both social care and education services per capita. Potential mechanisms we identify are natives’ flight and changes in the preferences of the local authorities’ population. In an extension, we find no preliminary evidence that post-2004 EU migration drives these effects. This group indeed had distinct migration patterns and socio-economic characteristics from other migrants. Applying a difference-in-difference strategy, we find that large inflows from this group of migrants also caused reductions in social care expenditure per capita. However, we find distinct patterns in election outcomes and the spending mix of local authorities suggesting changes induced by this particular group were rather driven by changes in the local authorities’ demographic characteristics followed by an institutional reaction.""""	Nikolaj Broberg	NA
2020	0129	63	Inside Job: Migration and Distributive Politics in the European Union	Migration has become a top policy priority of the European Union (EU) in the wake of the recent migrant crisis. Given the significant ramifications of non-European immigration for its member states, the EU has implemented a variety of policies to minimize popular backlashes within the borders of its wealthiest member states. In this article, we show that the EU offers fiscal transfers to its migrant-transit member states in exchange for holding non-EU migrants in the European periphery. The EU has become a convenient venue through which the EU's major players can coordinate their efforts and conceal the extent to which they use voter taxes in addressing migration-related issues. Using unique data on illegal border crossings into the EU from 2009 to 2017, we find robust empirical support for the argument that the EU channels more funds to the member states whose territories have become part of the major migrant-transit routes.	Merih Angin, Adrian Shin	NA
2020	0134	1711	When Co-ethnicity Fails: Explaining the Lower Public Goods Provision in Homogeneous Communities	Why do communities with greater shares of ethnic minorities have worse public goods provision? Many studies build on the increasingly contested hypothesis that diversity (or some other demographic feature) in and of itself causes public goods underprovision and other detrimental outcomes. We contribute to this debate by introducing new historical data on Brazilian municipalities and examining both local racial composition and public outcomes as a function of common path-dependent processes. We show that, despite having similar levels of income in the present, municipalities that had lower levels of state capacity in the past, and that are located in the remote areas where slave exile communities had settled, experience lower public goods provision and have larger shares of Afro-descendants in the population today. Our results indicate that once these historical and spatial patterns of state development are taken into account, there is little support for the idea of a causal link between racial demography and public goods outcomes. Since demographic composition is necessarily a function of multiple processes endogenous to public outcomes, its effects cannot be identified without accounting for these underlying causes (such as related to migration and slavery).	Alexander Kustov	NA
2020	0118	108	Bargaining and Diplomatic Visits	Visits with US President are valuable to political leaders. A formal model examines the concession the President can obtain by granting a visit. The President does not want to visit leaders who will not be around to implement agreements. Hence, a US diplomatic visit signals that the US believes that a leader is secure in office. This signal deters domestic adversaries. Empirically a visit with the US President reduces the risk of leader deposition by 50-70%. A game theoretic model explores how diplomatic visits can help prop up friendly leaders and extract concessions from others. The model characterizes the size of optimal concessions, the optimal investment in intelligence to assess survival prospects and contrasts the efficiency of diplomatic visits with aid or direct intervention.	Alastair Smith	NA
2020	0124	341	The Missing Fingerprints: Women Legislators and Development Aid	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.	Tobias Heinrich	NA
2020	0130	294	Delegating War	Governments often delegate the fight for control over natural or political resources to local armed groups. This paper presents a model of proxy war with two governments and two militias in which governments delegate conflict by sending non-negotiable offers to militias. Offers are composed of monetary transfers and of a sharing rule of political influence. Armed groups are positioned along a continuum representing the ideological misalignment between each militia and its government sponsor. I study a principal-agent model with two principals and two agents and characterize the optimal contracts under complete and incomplete information about the militias’ ideological positions. The analysis shows that with incomplete information armed groups receive lower transfers but are left with higher political independence. When governments strategically choose whether to fight by delegation or engage directly in conflict, I show that equilibria can be characterized in function of the local support to militias. If governments compete to recruit the same armed group, the militia carves out higher rents and pledges allegiance to the government ideologically closer.	Giulio Iacobelli	NA
2020	0009	227	Gender, occupation, and representation: How pink-collar representation shapes policy outcomes	Legislatures worldwide are dominated by wealthy elites, who are often out of touch with the needs and problems of ordinary citizens. Research shows that the underrepresentation of the working class matters in terms of policy processes and outcomes. Yet, the research on class has largely focused on blue-collar representatives, who are primarily men. Working-class women are more likely to hold pink-collar jobs, or low-status occupations dominated by women. We argue that pink-collar legislators are uniquely positioned to legislate over redistributional policy. To test our argument, we combine a new coding of working-class backgrounds that accounts for pink-collar representation with bill introductions and state spending data on education and social services from U.S. states over time. Modeling compositional budget data, we find that class and gender intersect to shape policy outcomes via state budget allocations, with women’s pink-collar representation associated with increased spending on both education and social services.	Mirya Holman	NA
2020	0017	1360	The social democratic problem with inequality: How mainstream left parties lost their issue ownership over inequality and how it matters	For a long time, parties on the left and especially social democratic parties had an undeniable reputation for being the most competent to handle issues related to economic inequality and redistribution more generally. In fact, this topic has been a defining block of their ideology and their self-conception. Recently, social democratic parties have been struggling electorally even more than other mainstream parties. We argue that one crucial piece in the explanation of this phenomenon is that they no longer are seen as the most competent to deal with economic inequality and redistribution. In particular, challenger parties on the fringes of the party system have become stronger on these issues. Both left and right-wing populist parties put a lot of emphasis on questions of social justice and the defense of the “small people” in their discourse and are thus seen as challenging traditional social democratic parties in their core topic of competence. Without this core reputation, it becomes difficult for social democratic parties to attract votes as we know that issue competence is a central factor in explaining party choice. We test our argument with newly collected comparative survey evidence on the perceived competence of parties to handle economic inequality (14 countries) and accompany this data with earlier CSES data (2006-2011) on perceived competence for the most important topic. We explore not only which parties are seen as most competent but also the consequence of these ascribed issue ownership has for party choice.	Nathalie Giger	NA
2020	0026	1266	Measuring policy positions using 280 characters (or less) – Introducing a new data set on intra-party preference heterogeneity	The assumption of parties as unitary actors is generally considered an oversimplification, appeals to abolish it have been repeated in the literature for decades. While research opening up the ‘black box’ party has started to pick up pace in recent years, the vast majority of empirical studies in research areas like party competition, coalition governments and voting behaviour still treats parties as unitary actors. Data on preferences of party factions or even single politicians are still scarce and usually only include single countries or even individual parties, making comparative work challenging. This paper presents the first version of a novel data set on intra-party preference heterogeneity. Our data provide valuable insights into the heterogeneity of preferences within parties, future research will be able to use them in a broad range of contexts concerning the determinants and effects of intra-party preference heterogeneity. We use textual data from Twitter, a social media platform popular with politicians where they can publish direct and unsolicited political statements with little party control, to estimate the ideological positions of members of parliament using quantitative text analysis. As data from social networks are very noisy, this step is preceded by exhaustive data cleaning and sorting out of non-political content using a machine learning algorithm. Covering a total of more than 20 European countries, we estimate the positions of all members of parliament with an active Twitter account on a latent policy scale.	Michael Imre	NA
2020	0035	457	Immigrant-origin candidates: an electoral strategy of political parties? How political and economic contexts affect nomination of candidates with immigration background	The rising number of immigrant-origin populations across European democracies makes the question about their political representation increasingly important. Previous research however suggests that ethnic minority populations remain politically underrepresented. Scholars have argued that immigrants' political underrepresentation is mainly a direct consequence of political parties' procedures of candidacy nomination: political parties have acted as gatekeepers and decisively influenced the representation of minority groups. Under what conditions do political parties nominate ethnic-minority candidates? Maintaining that parties' primary objective is to maximize vote shares, I argue in this paper that the public policy context defining immigrants’ political rights influences parties’ nomination strategy of minority candidates. Using data from Switzerland, I provide evidence that political parties’ selection of immigrant-origin candidates is indeed a product of strategic calculations regarding parties’ net electoral gains when reaching out to immigrant voters. These strategies are heavily constrained by the political and economic context. I show that policies which define immigrants’ political rights through alien enfranchisement and access to citizenship are important incentive mechanisms for political parties to nominate minority candidates. Moreover, I present evidence that positive effects of immigrant enfranchisement and liberal naturalization policies on minority nomination are offset in contexts of economic insecurity where political parties consider a potential native backlash.	Anna-Lena Nadler	NA
2020	0042	728	Policy or Person? Representation in the digital age	Social media are a useful tool for politicians to express their opinion and to signal to voters what they care about. Without the intermediary of the media politicians can directly communicate to voters how constituency-oriented they are. We argue that politicians use social media to strategically signal localness especially in election times and when the electoral system offers incentives to cultivate a personal vote. We use a newly collected population sample of all 1.37 million tweets of elected national MPs in two parliamentary systems (Germany and Switzerland) over a time period of 10 years (2009-2019). We analyse these historical Twitter data with a detailed registry of geographical names and combine this with detailed biographical information on these politicians and their career stages. This design allows us to analyze the use of local cues over the whole parliamentary career. Our findings suggest that politicians indeed strategically use local cues at crucial stages in their careers and that this has implications on how we see the democratic value of social media.	Stefanie Bailer	NA
2020	0004	209	The Distributive Basis of Tax Compliance	In this paper we revisit the mechanisms driving self-enforcement in quasi-voluntary compliance, thus contributing to an old puzzle in political economy: why do people pay taxes?. In particular, why do high-income citizens pay taxes even in the absence of auditing institutions? What explains the fact that actual tax compliance is higher than the level identified as a fair norm by experimental researchers? In addressing these questions, we propose a distributive logic of tax compliance. We argue that beyond arguments about the monitoring ability and the efficiency of state institutions and normative concerns for the worse-off in society, the distributive incidence of the public sector over the long run drives the level of compliance. We test the argument on the basis of a series of lab experiments in which subjects are randomly assigned to different fiscal treatments that approximate the variation in the design of national fiscal systems around the world. We find significant evidence that the distribution of net benefits (as determined by the progressivity of taxes and transfer) impacts levels of tax compliance.	Asli Cansunar	NA
2020	0013	740	How do informational outreach campaigns impact immigrants’ naturalization decisions? Evidence from a randomized control trial in Switzerland	What barriers block immigrants from applying for citizenship and what interventions can help immigrants surmount these barriers? We partnered with the City of Zurich, Switzerland, to answer these questions by administering a randomized control trail on informational outreach campaigns. From a population of 10,000 citizenship-eligible immigrants, we randomly assigned 5,000 of them to receive a letter from the City with information about naturalization and encouragement to apply in October 2019; the other 5,000 will receive the letter in April 2020. In between these two dates, we invite the entire population to participate in a two-wave survey that measures their beliefs and knowledge about naturalization and their integration levels more generally. The findings from this study will contribute to literature on citizenship, on immigrant integration, and on the effectiveness of informational nudges on political participation more broadly.	Dalston Ward	NA
2020	0022	582	Destruction from Above: Long-Term Impacts of WWII Tokyo Air Raids	What are the long-term socioeconomic impacts of wartime violence? We use historical aerial imagery of the aftermath of the United States’ indiscriminate firebombing of Tokyo in 1945 to generate detailed neighborhood-level data on damages—helping us to overcome the methodological challenges of nonrandom assignment and coarse measurement. Decades after the air raids, the most heavily damaged neighborhoods continued to suffer socioeconomically—with higher crime, lower educational attainment, and higher unemployment. Causal mediation analysis reveals that these patterns cannot be explained by the ratio of new residents or the construction of high-rise buildings, and a geo-coded survey featuring behavioral experiments indicates less altruism in affected neighborhoods. In contrast to previous studies that stress how violence might affect social cohesion (positively or negatively) through individual or family-level trauma, our findings suggest that community-level exposure to violence might create persistent legacies by displacing victims and altering the urban landscape, thereby fragmenting local communities.	Daniel Smith	NA
2020	0031	852	Accountability in Governing Hierarchies	Formal theories of accountability and bureaucratic politics often consider voter-politician interactions in isolation from politician-bureaucrat interactions. In this paper, we study a model of electoral accountability and policy-making with a hierarchy consisting of a voter, a politician, and a bureaucrat. The politician and bureaucrat both produce government output valued by the voter. The voter can then choose to reelect the politician, while the politician can expropriate some of the bureaucrat's output for his own ends. We show that when times are conducive to high quality governance -- budgets are large and players are farsighted -- incorporating the bureaucratic layer of the hierarchy makes for weaker accountability standards. However, when times are tough and budgets are small or players are myopic it is possible that voters may benefit from increasing their demands on elected officials. These accountability standards change even when reelection does not depend at all on the bureaucrat's output directly.	Gregory Sasso	NA
2020	0007	1078	Civilian Behavior on Social Media During Civil War	Recent research has highlighted the mobilization potential of social media, which can offer citizens who were previously motivated to hide their true preferences an easier way to share their grievances and find common support. However, it is not clear how these changing dynamics of revealing preferences affect contentious processes beyond initial mobilisation. We argue that in conflict settings, previously shared social media posts indicating political loyalties can pose a severe risk for civilians. For example, anti-regime messages or display of digital support for the opposition may prove to be life-threatening in government controlled areas. Civilians are likely to strategically alter their social media usage with changing local dynamics of conflict. Drawing on the Twitter activity of users inside Syria between 2013 and 2016 we show how the creation of new accounts and the deletion or disuse of old accounts is empirically linked to changes in territorial control by the armed groups operating across Syria. The findings have important implications for our understanding of the risks - and the potential for civilian agency - when using digital communication in civil conflict.	Anita Gohdes	NA
2020	0016	185	Compliance or Camouflage? Foreign Aid and International Incentives for Women's Rights in Dictatorships	International democracy promoters now treat elections and women’s rights as “bundled norms:” states’ performance is evaluated, and rewards distributed, in response to compliance on either dimension. Dictatorships that fail to make progress toward electoral competition can therefore attempt to camouflage their noncompliance by introducing advances in gender equality; and such measures are often entirely consistent with the perpetuation of autocratic rule. We term this strategy ‘obfuscation,’ and we present a theory that identifies the conditions under which incentives to obfuscate are strongest. Using a new dataset of de jure advances in women’s rights in 130 countries from 1996-2015, we show that dictatorships have been active in passing gender-related legislation, at a rate that surpasses democracies in the developing world. This is driven by variation in international (Western) economic and social pressure: in autocracies, aid dependence and international nongovernmental organization (INGO) shaming is associated with legal advances in women's rights, but not with advances in electoral liberalization. In democracies, however, aid dependence is not associated with women's rights legislation, suggesting that this is a strategy that is more pronounced in dictatorships. Our account therefore demonstrates differences in how autocracies and democracies respond to international pressure, and highlights the potentially perverse consequences of issue linkage in international regimes.	Daniela Donno	NA
2020	0025	249	Countering the adaptive: Can sanctions on terrorist groups work?	U.S. administrations before and after 9/11 have utilized sanctions as part of counter-terrorism tools. The Trump administration recently strengthened the sanctions measure to counter terror globally. How do sanctions work as part of counter-terrorism? More specifically, are they effective in reducing terrorist attacks? We assess the effects of counter-terrorism sanctions by looking at the trend in terrorist attacks before and after the sanctions imposition by the United States with the designation of Foreign Terrorist Organization (FTO). We argue that the effectiveness of counter-terrorism sanctions in reducing terror attacks crucially depends on the adaptability of terrorist organizations. The adaptability comes from the diversity in initial financing sources, ranging from private donations, criminal activities, state sponsorship, and terrorist networks. More diverse source of funding guarantees the resource shifts, such as Al-Shabaab moving from charcoal sales to civilian taxation and the Islamic State moving from oil trade to antique trade. The resource-shifting adaptability has consequences for attacks since sanctions would have limited effects on terrorist attacks. To test our idea empirically, we trace the adaptation to sanctions in three generations of the FTO groups, the first generation before 9/11, the second generation of Al-Qaeda affiliates, and the third generation of Islamic State affiliates. We also provide a statistical test of a global sample of terrorist groups between 1990 and 2007 estimating the effect of adaptability on the counter-terrorism sanctions effectiveness. We find, in most cases, sanctions are ineffective because terrorists adapt. The finding have important implications for sanctions as a counterterrorism tool.	Hyeran Jo	NA
2020	0034	158	A Selective Return: Parochial Altruism and the Return Intentions of Refugees in Turkey	The international community favors resolving displacement through voluntary return. However, we know little about what motivates return to conflict-affected areas. Previous research has shown that local communities hit by violence undergo a process of social transformation resulting in greater social cohesion. We argue that when weighing the decision to return, displaced persons must consider this new social reality brought about by the violence. Those that express a willingness to return should be more prepared to engage in collective coping and to act altruistically towards members of one’s own community. Return to conflict-affected areas may also put returnees back in harm’s way, however, and those that were the targets of direct violence during the fighting should be less willing to return, particular if they suffer posttraumatic stress. Those that do wish to return should have experienced greater posttraumatic growth. We term this the “congruence hypothesis”, which we test using a large-scale experiment among displaced persons residing in Turkey. We elicit refugees’ distributional preferences in both the ingroup and outgroup domain. Our unique design allows us to distinguish between nine possible preference types, enabling us to identify the precise preference pattern associated with the willingness to return. We find that refugees displaying altruistic social preferences towards ingroup members, but not outgroup members, express a much greater willingness to return. We discuss the implications of our findings for the encouragement of voluntary return and possible consequences for post-war reconstruction and social cohesion within and between groups in the aftermath of violence.	Jonathan Hall	NA
2020	0041	178	How Electoral Violence Affects Political Attitudes: A Post-Election Survey Experiment in West Bengal	Our study examines the effects of election violence on citizen attitudes and their perceptions of the electoral process. While past work helps us understand aggregate effects of election violence on attitudes and behavior, most of this evidence comes from observational studies. In addition, the literature often assumes that citizens respond to violence in objective and unbiased ways even though research demonstrates that citizens’ perceptions are often subject to partisan biases. We conduct a pre-registered survey experiment with 1,080 respondents that examines the consequences of election violence and partisanship on attitudes. The survey experiment was conducted after the 2019 Lok Sabha elections in the Eastern Indian state of West Bengal. These elections were marred by violence through all stages of the electoral process. Our study provides experimental evidence on the effects of election violence on citizens’ attitudes, and is among the first to assess the role of political parties and partisanship.	Ursula Daxecker	NA
2020	0043	378	Endogenous ballot structures: Theory and evidence from preferred rank allocations in Norway	The degree of flexibility of the electoral list in PR systems crucially shapes political candidates’ incentives to exert costly effort during the campaign. For example, depending on their position in the list, some candidates in inflexible (e.g., closed) lists may have no incentives to exert effort to improve the party’s overall performance. A more flexible list structure may instead be more effective in incentivizing these candidates to contribute to the party’s public good. We exploit a unique feature of the Norwegian electoral system, where parties can, via allocating preferred ranks, affect the degree of list flexibility. We study how the party leader optimally designs the list flexibility in order to solve the moral hazard problem with the individual candidates while being concerned with both gaining seats in elections and maintaining control of the type of the elected candidates. We propose a theory to formally identify the number and type of candidates that the party leader chooses to assign to a safe position in the list, as a function of the features of the electoral environment as well as the party’s motives. We empirically test our predictions using large and rich data on Norwegian local elections.	Janne Tukiainen	NA
2020	0051	483	Understanding and Reducing Biases in Elite Beliefs About the Electorate	To be responsive, politicians have to rely on beliefs about public will. Previous research suggests that perceptions of public opinion are often distorted. However, it remains unclear (1) why reelection-seeking elites mis-estimate constituent preferences, and (2) how to overcome distorted beliefs. I argue that elite misperceptions result from differential exposure and social projection. First, inequalities in political voice generate distorted images of the electorate by making some voter signals more accessible than others. Second, representatives systematically overestimate support for positions they endorse. I find evidence in line with these arguments in a panel of Swedish MPs covering two decades of elite beliefs. Additionally, a novel experiment with Swiss elected officials reveals how promoting a more balanced exposure to voters and avoiding social projection reduces misperceptions. The results contribute to our understanding of democratic representation and uncover ways to bolster the links between voters and their representatives.	Miguel Pereira	NA
2020	0059	1435	Them vs us: the effects of negative partisanship on political behaviour in multi-party systems	Strong negative feelings towards political parties and their supporters seem to be on the rise and have been shown to have important implications for behaviour in- and outside of politics, such as political participation, dating behaviour and even job market discrimination. Most of the current literature on negative partisanship was developed in two-party systems where it is often presented as a by-product of positive partisanship. However, there is growing evidence that negative partisanship is also prevalent in multi-party systems; and that it is distinct from positive partisanship. In this paper, I explore experimentally what consequences negative partisanship has for political behaviour in multi-party systems. I argue that negative partisanship increases vote switching by changing how voters evaluate all parties on offer, not just the one they feel the strongest dislike towards. I test these ideas using a survey experiment conducted in Canada. I find that priming voters about negative partisanship has an effect on party evaluations, and that this effect is not just limited to those voters who also have high levels of positive partisanship. This suggests that negative partisanship has important implications for political behaviour, even in multi-party settings. Negative partisanship is not the mere by-product of positive party identification but has powerful consequences of its own.	Katharina Lawall	NA
2020	0067	303	Bot Detection Challenges and Innovations for Political Science Research: Examples from the 2016 U.S. Presidential Election	Given the increasing scholarly interest in the role Twitter bots play in polarizing public discussion and spreading misinformation, bot detection has become particularly important from both academic and public policy perspectives. Although a number of attempts have been made to date to develop bot detection technologies, their applicability in social science research remains limited due to issues of transparency, replicability, flexibility, scalability, and suitability for retrospective analysis. In this paper, we address these limitations and propose a new supervised learning based methodology of bot detection that integrates state-of-the-art transfer learning and network embedding techniques. We utilize the RoBERTa language model and the Scalable Incomplete Network Embedding (SINE) model to extract informative textual and network features for the purpose of bot detection on the development set, and use these features to train and cross-validate probabilistic classifiers on the training set. We build an ensemble classifier using Bayesian model averaging on top of these individual probabilistic models. We illustrate our methodology by detecting and evaluating the role of bots in a large collection of political tweets posted during the 2016 US presidential election campaign. Our methodology can, however, be reproduced and tailored to other contexts of interest.	Joshua Tucker	NA
2020	0075	1255	Cumulative Knowledge in the Social Sciences: The Case of Improving Voters’ Information	To achieve accumulation of knowledge, scholars have adopted the strategy of reproducing similar designs in different contexts and comparing the resulting estimates. These enterprises have often yielded mixed findings, with some empirical results diverging starkly from theoretical predictions. A prominent example is the literature on the effects of improving voters’ information. How are we to interpret such inconclusive evidence? Using a game theoretic model we establish that existing empirical works on the effect of information treatments do not always measure a well-defined theoretical quantity. This impedes knowledge accumulation as these empirical studies are likely to give different results even absent any internal validity concerns (studies are perfectly randomized), external validity issues (contexts are similar), or statistical noises (the number of observations is unbounded). Our paper offers several recommendations on how to ensure comparability across distinct studies; that is, to ensure that each study measures the same theoretical quantity.	Federica Izzo	NA
2020	0044	173	Personalized political news coverage and trust in European Union institutions, 1999-2016	This paper examines the relationship between personalized political news coverage from the EU and trust in a) the European Commission and b) the European Parliament at an aggregate level. Personalization is measured as extent to which individual Commissioners or Members of the European Parliament receive attention at the expensive of the respective institution. To test whether there is a positive association between personalized news coverage and trust, the paper draws on two data sources: 1) 511,723 newspaper articles gathered from seven left-leaning broadsheets in seven EU countries and 2) aggregated data from Eurobarometer surveys that measure trust in EU institutions on a biannual basis between 1999 and 2016. Personalized coverage is assessed by automated content analysis using Python and weighed by the distance to the dates of the fieldwork. Controlling for unemployment, GDP growth, immigration, and a lagged dependent variable, the findings show that there is a strong positive relationship between personalized news coverage and trust in the European Commission; it is weaker with regards to the European Parliament. The findings have important implications for the debates about the EU’s accountability deficit.	Katjana Gattermann	NA
2020	0052	666	How Hate Speech Prosecution Affects Citizens’ Democratic Support: A Comparative Study Between the United States and the Netherlands	Throughout the past decades, several European anti-immigration politicians have faced prosecution for inciting hatred. Recent findings demonstrated that hate speech prosecution decreases democratic support for a large group of citizens (authors, 2018). The effects are primarily influenced by agreement with ideas spread by the politician, rather than by identification with the politician/party. However, previous research has only been conducted in the Dutch context, where political ideas are generally perceived as more important than party identification. Furthermore, many Dutch citizens believe that free speech should be restricted when being hurtful to groups of people. A cross-cultural study between the Netherlands and the United States provides a great opportunity for testing if the mechanisms hold, as 1) political parties/politicians in the US are hypothesized to play a larger role, due to the two-party system, and 2) free speech is more protected in the US compared to the Netherlands. We conduct a web experiment in the Dutch and American context (N=1200, data currently being collected). Participants are asked to read a news story: The Dutch story refers to a Dutch politician from an anti-immigration party, and the American story refers to a Republican senator who openly expressed strong anti-immigration attitudes. Participants are randomly assigned to one of four conditions: two experimental conditions where the independent variable (the decision to (not) prosecute the politician) is manipulated and two control conditions; one with a reference to hate speech but without mentioning prosecution, and one with a neutral news story. Afterwards, we measure participants’ democratic support.	Lisanne Wichgers	NA
