session_id	session_title	session_track	session_type	pid	full_name	affiliation	role	abstract_id	abstract_title	abstract_ref	abstract_presenters	abstract_text
222	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 4	47ca565f55956ebc9e7eecd1e9b737bb	Merih Angin	Koç University, Istanbul	p	0129	Inside Job: Migration and Distributive Politics in the European Union	63	Merih Angin, Adrian Shin	Migration has become a top policy priority of the European Union (EU) in the wake of the recent migrant crisis. Given the significant ramifications of non-European immigration for its member states, the EU has implemented a variety of policies to minimize popular backlashes within the borders of its wealthiest member states. In this article, we show that the EU offers fiscal transfers to its migrant-transit member states in exchange for holding non-EU migrants in the European periphery. The EU has become a convenient venue through which the EU's major players can coordinate their efforts and conceal the extent to which they use voter taxes in addressing migration-related issues. Using unique data on illegal border crossings into the EU from 2009 to 2017, we find robust empirical support for the argument that the EU channels more funds to the member states whose territories have become part of the major migrant-transit routes.
222	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 4	ccb869ab5f5ce2469302f3b8b6e9790e	Albana Shehaj	Harvard University, Cambridge	p	0129	Inside Job: Migration and Distributive Politics in the European Union	63	Merih Angin, Adrian Shin	Migration has become a top policy priority of the European Union (EU) in the wake of the recent migrant crisis. Given the significant ramifications of non-European immigration for its member states, the EU has implemented a variety of policies to minimize popular backlashes within the borders of its wealthiest member states. In this article, we show that the EU offers fiscal transfers to its migrant-transit member states in exchange for holding non-EU migrants in the European periphery. The EU has become a convenient venue through which the EU's major players can coordinate their efforts and conceal the extent to which they use voter taxes in addressing migration-related issues. Using unique data on illegal border crossings into the EU from 2009 to 2017, we find robust empirical support for the argument that the EU channels more funds to the member states whose territories have become part of the major migrant-transit routes.
222	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 4	dbcf10071792567862e6ba0a3583e2f8	Adrian Shin	University of Colorado Boulder, Boulder	p	0129	Inside Job: Migration and Distributive Politics in the European Union	63	Merih Angin, Adrian Shin	Migration has become a top policy priority of the European Union (EU) in the wake of the recent migrant crisis. Given the significant ramifications of non-European immigration for its member states, the EU has implemented a variety of policies to minimize popular backlashes within the borders of its wealthiest member states. In this article, we show that the EU offers fiscal transfers to its migrant-transit member states in exchange for holding non-EU migrants in the European periphery. The EU has become a convenient venue through which the EU's major players can coordinate their efforts and conceal the extent to which they use voter taxes in addressing migration-related issues. Using unique data on illegal border crossings into the EU from 2009 to 2017, we find robust empirical support for the argument that the EU channels more funds to the member states whose territories have become part of the major migrant-transit routes.
222	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 4	95f185eb11ff67725c74b83fd2b73a71	Alexander Kustov	Yale University, New Haven	p	0134	When Co-ethnicity Fails: Explaining the Lower Public Goods Provision in Homogeneous Communities	1711	Alexander Kustov	Why do communities with greater shares of ethnic minorities have worse public goods provision? Many studies build on the increasingly contested hypothesis that diversity (or some other demographic feature) in and of itself causes public goods underprovision and other detrimental outcomes. We contribute to this debate by introducing new historical data on Brazilian municipalities and examining both local racial composition and public outcomes as a function of common path-dependent processes. We show that, despite having similar levels of income in the present, municipalities that had lower levels of state capacity in the past, and that are located in the remote areas where slave exile communities had settled, experience lower public goods provision and have larger shares of Afro-descendants in the population today. Our results indicate that once these historical and spatial patterns of state development are taken into account, there is little support for the idea of a causal link between racial demography and public goods outcomes. Since demographic composition is necessarily a function of multiple processes endogenous to public outcomes, its effects cannot be identified without accounting for these underlying causes (such as related to migration and slavery).
222	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 4	d3c02d7deeb03e6e0f9e59eccec6cb0d	Giuliana Pardelli	NYU Abu Dhabi, Abu Dhabi	p	0134	When Co-ethnicity Fails: Explaining the Lower Public Goods Provision in Homogeneous Communities	1711	Alexander Kustov	Why do communities with greater shares of ethnic minorities have worse public goods provision? Many studies build on the increasingly contested hypothesis that diversity (or some other demographic feature) in and of itself causes public goods underprovision and other detrimental outcomes. We contribute to this debate by introducing new historical data on Brazilian municipalities and examining both local racial composition and public outcomes as a function of common path-dependent processes. We show that, despite having similar levels of income in the present, municipalities that had lower levels of state capacity in the past, and that are located in the remote areas where slave exile communities had settled, experience lower public goods provision and have larger shares of Afro-descendants in the population today. Our results indicate that once these historical and spatial patterns of state development are taken into account, there is little support for the idea of a causal link between racial demography and public goods outcomes. Since demographic composition is necessarily a function of multiple processes endogenous to public outcomes, its effects cannot be identified without accounting for these underlying causes (such as related to migration and slavery).
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	4828a254a4b784974271b6566d833a3d	Vera Eva Troeger	University of Hamburg, Germany	c	NA	NA	NA	NA	NA
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	a1d9147ac8d7a3b5ec2b8f9ffdfe94d1	Alastair Smith	New York University, New York	p	0118	Bargaining and Diplomatic Visits	108	Alastair Smith	Visits with US President are valuable to political leaders. A formal model examines the concession the President can obtain by granting a visit. The President does not want to visit leaders who will not be around to implement agreements. Hence, a US diplomatic visit signals that the US believes that a leader is secure in office. This signal deters domestic adversaries. Empirically a visit with the US President reduces the risk of leader deposition by 50-70%. A game theoretic model explores how diplomatic visits can help prop up friendly leaders and extract concessions from others. The model characterizes the size of optimal concessions, the optimal investment in intelligence to assess survival prospects and contrasts the efficiency of diplomatic visits with aid or direct intervention.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	89a17f7c267fcf4bb3dcf32cb7067a8f	Tobias Heinrich	University of South Carolina, Columbia	p	0124	The Missing Fingerprints: Women Legislators and Development Aid	341	Tobias Heinrich	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	caa496457da5c7a8f8c0c03110b5e6c4	Kelsey Martin-Morales	University of South Carolina, Columbia	p	0124	The Missing Fingerprints: Women Legislators and Development Aid	341	Tobias Heinrich	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	0e5ef50e2ae2b8413ce44fc5bb281ca8	Katelyn Stauffer	University of South Carolina, Columbia	p	0124	The Missing Fingerprints: Women Legislators and Development Aid	341	Tobias Heinrich	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	8add1d8b8b1847f7c50ae67523f96d43	Yoshiharu Kobayashi	University of Leeds, Leeds	p	0124	The Missing Fingerprints: Women Legislators and Development Aid	341	Tobias Heinrich	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	2da2a0eeb9d9d457c38ddda8500c70b5	Catherine Goodwin	University of South Carolina, Columbia	p	0124	The Missing Fingerprints: Women Legislators and Development Aid	341	Tobias Heinrich	The role of politicians' gender is increasingly recognized as crucial for foreign policy decision-making. In foreign aid, there is copious evidence that more women in parliament lead to not more but also higher quality foreign aid allocations. However, we lack examinations whether the purported mechanism, that women legislators have different preferences in aid upon which they act, actually is at play. In this paper, we introduce not only a novel conjoint survey experiment to examine electoral incentives of legislators in the context of foreign aid depending on gender, but also reexamine several different areas of legislative behavior for evidence that women legislators prioritize foreign aid more. Specifically, we analyze roll call votes, inquiries with bureaucracies, co-sponsorship, and expressed attitudes at parliamentary hearings about foreign aid. Our analyses in the U.S. Congress since the 1970s suggest that there is no evidence to be found that women legislators behave differently in the context of foreign aid. We conclude by proposing ways to reconcile existing and our findings.
226	International Relations and Conflict	International Relations and Conflict	Panel Session 4	f282c3dfe585e3edfbc179210f37fc0b	Giulio Iacobelli	Paris School of Economics - Université Paris 1 Pantheon Sorbonne, PARIS	p	0130	Delegating War	294	Giulio Iacobelli	Governments often delegate the fight for control over natural or political resources to local armed groups. This paper presents a model of proxy war with two governments and two militias in which governments delegate conflict by sending non-negotiable offers to militias. Offers are composed of monetary transfers and of a sharing rule of political influence. Armed groups are positioned along a continuum representing the ideological misalignment between each militia and its government sponsor. I study a principal-agent model with two principals and two agents and characterize the optimal contracts under complete and incomplete information about the militias’ ideological positions. The analysis shows that with incomplete information armed groups receive lower transfers but are left with higher political independence. When governments strategically choose whether to fight by delegation or engage directly in conflict, I show that equilibria can be characterized in function of the local support to militias. If governments compete to recruit the same armed group, the militia carves out higher rents and pledges allegiance to the government ideologically closer.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	b8b5afb914e9be3c09403c48517249ff	Jonathan Polk	University of Gothenburg, Gothenburg, Sweden	c	NA	NA	NA	NA	NA
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	ebd6d7297e02ea5a1cf1986db15ca7b1	Mirya Holman	Tulane University, New Orleans	p	0009	Gender, occupation, and representation: How pink-collar representation shapes policy outcomes	227	Mirya Holman	Legislatures worldwide are dominated by wealthy elites, who are often out of touch with the needs and problems of ordinary citizens. Research shows that the underrepresentation of the working class matters in terms of policy processes and outcomes. Yet, the research on class has largely focused on blue-collar representatives, who are primarily men. Working-class women are more likely to hold pink-collar jobs, or low-status occupations dominated by women. We argue that pink-collar legislators are uniquely positioned to legislate over redistributional policy. To test our argument, we combine a new coding of working-class backgrounds that accounts for pink-collar representation with bill introductions and state spending data on education and social services from U.S. states over time. Modeling compositional budget data, we find that class and gender intersect to shape policy outcomes via state budget allocations, with women’s pink-collar representation associated with increased spending on both education and social services.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	5731911bec8e86d1d7209b0684dff4ac	Tiffany Barnes	University of Kentucky, Lexington	p	0009	Gender, occupation, and representation: How pink-collar representation shapes policy outcomes	227	Mirya Holman	Legislatures worldwide are dominated by wealthy elites, who are often out of touch with the needs and problems of ordinary citizens. Research shows that the underrepresentation of the working class matters in terms of policy processes and outcomes. Yet, the research on class has largely focused on blue-collar representatives, who are primarily men. Working-class women are more likely to hold pink-collar jobs, or low-status occupations dominated by women. We argue that pink-collar legislators are uniquely positioned to legislate over redistributional policy. To test our argument, we combine a new coding of working-class backgrounds that accounts for pink-collar representation with bill introductions and state spending data on education and social services from U.S. states over time. Modeling compositional budget data, we find that class and gender intersect to shape policy outcomes via state budget allocations, with women’s pink-collar representation associated with increased spending on both education and social services.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	7ed44a39b0c79d7f92d6486aa0b71aea	Nathalie Giger	University of Geneva, Geneva	p	0017	The social democratic problem with inequality: How mainstream left parties lost their issue ownership over inequality and how it matters	1360	Nathalie Giger	For a long time, parties on the left and especially social democratic parties had an undeniable reputation for being the most competent to handle issues related to economic inequality and redistribution more generally. In fact, this topic has been a defining block of their ideology and their self-conception. Recently, social democratic parties have been struggling electorally even more than other mainstream parties. We argue that one crucial piece in the explanation of this phenomenon is that they no longer are seen as the most competent to deal with economic inequality and redistribution. In particular, challenger parties on the fringes of the party system have become stronger on these issues. Both left and right-wing populist parties put a lot of emphasis on questions of social justice and the defense of the “small people” in their discourse and are thus seen as challenging traditional social democratic parties in their core topic of competence. Without this core reputation, it becomes difficult for social democratic parties to attract votes as we know that issue competence is a central factor in explaining party choice. We test our argument with newly collected comparative survey evidence on the perceived competence of parties to handle economic inequality (14 countries) and accompany this data with earlier CSES data (2006-2011) on perceived competence for the most important topic. We explore not only which parties are seen as most competent but also the consequence of these ascribed issue ownership has for party choice.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	54d3de1fd44a90dbb87f09751ad6dfd3	Elisa Volpi	University of Geneva, Geneve	p	0017	The social democratic problem with inequality: How mainstream left parties lost their issue ownership over inequality and how it matters	1360	Nathalie Giger	For a long time, parties on the left and especially social democratic parties had an undeniable reputation for being the most competent to handle issues related to economic inequality and redistribution more generally. In fact, this topic has been a defining block of their ideology and their self-conception. Recently, social democratic parties have been struggling electorally even more than other mainstream parties. We argue that one crucial piece in the explanation of this phenomenon is that they no longer are seen as the most competent to deal with economic inequality and redistribution. In particular, challenger parties on the fringes of the party system have become stronger on these issues. Both left and right-wing populist parties put a lot of emphasis on questions of social justice and the defense of the “small people” in their discourse and are thus seen as challenging traditional social democratic parties in their core topic of competence. Without this core reputation, it becomes difficult for social democratic parties to attract votes as we know that issue competence is a central factor in explaining party choice. We test our argument with newly collected comparative survey evidence on the perceived competence of parties to handle economic inequality (14 countries) and accompany this data with earlier CSES data (2006-2011) on perceived competence for the most important topic. We explore not only which parties are seen as most competent but also the consequence of these ascribed issue ownership has for party choice.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	81ae046a169680f0c651a5bea4f31d2a	Davy-Kim Lascombes	University of Geneva, Geneve	p	0017	The social democratic problem with inequality: How mainstream left parties lost their issue ownership over inequality and how it matters	1360	Nathalie Giger	For a long time, parties on the left and especially social democratic parties had an undeniable reputation for being the most competent to handle issues related to economic inequality and redistribution more generally. In fact, this topic has been a defining block of their ideology and their self-conception. Recently, social democratic parties have been struggling electorally even more than other mainstream parties. We argue that one crucial piece in the explanation of this phenomenon is that they no longer are seen as the most competent to deal with economic inequality and redistribution. In particular, challenger parties on the fringes of the party system have become stronger on these issues. Both left and right-wing populist parties put a lot of emphasis on questions of social justice and the defense of the “small people” in their discourse and are thus seen as challenging traditional social democratic parties in their core topic of competence. Without this core reputation, it becomes difficult for social democratic parties to attract votes as we know that issue competence is a central factor in explaining party choice. We test our argument with newly collected comparative survey evidence on the perceived competence of parties to handle economic inequality (14 countries) and accompany this data with earlier CSES data (2006-2011) on perceived competence for the most important topic. We explore not only which parties are seen as most competent but also the consequence of these ascribed issue ownership has for party choice.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	a518abb8276b146d5b34b9946a1dc523	Michael Imre	Mannheim Centre for European Social Research, University of Mannheim, Mannheim	p	0026	Measuring policy positions using 280 characters (or less) – Introducing a new data set on intra-party preference heterogeneity	1266	Michael Imre	The assumption of parties as unitary actors is generally considered an oversimplification, appeals to abolish it have been repeated in the literature for decades. While research opening up the ‘black box’ party has started to pick up pace in recent years, the vast majority of empirical studies in research areas like party competition, coalition governments and voting behaviour still treats parties as unitary actors. Data on preferences of party factions or even single politicians are still scarce and usually only include single countries or even individual parties, making comparative work challenging. This paper presents the first version of a novel data set on intra-party preference heterogeneity. Our data provide valuable insights into the heterogeneity of preferences within parties, future research will be able to use them in a broad range of contexts concerning the determinants and effects of intra-party preference heterogeneity. We use textual data from Twitter, a social media platform popular with politicians where they can publish direct and unsolicited political statements with little party control, to estimate the ideological positions of members of parliament using quantitative text analysis. As data from social networks are very noisy, this step is preceded by exhaustive data cleaning and sorting out of non-political content using a machine learning algorithm. Covering a total of more than 20 European countries, we estimate the positions of all members of parliament with an active Twitter account on a latent policy scale.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	f1d619ecd1bf15209042fedeadd4726a	Alejandro Ecker	Mannheim Centre for European Social Research, University of Mannheim, Mannheim	p	0026	Measuring policy positions using 280 characters (or less) – Introducing a new data set on intra-party preference heterogeneity	1266	Michael Imre	The assumption of parties as unitary actors is generally considered an oversimplification, appeals to abolish it have been repeated in the literature for decades. While research opening up the ‘black box’ party has started to pick up pace in recent years, the vast majority of empirical studies in research areas like party competition, coalition governments and voting behaviour still treats parties as unitary actors. Data on preferences of party factions or even single politicians are still scarce and usually only include single countries or even individual parties, making comparative work challenging. This paper presents the first version of a novel data set on intra-party preference heterogeneity. Our data provide valuable insights into the heterogeneity of preferences within parties, future research will be able to use them in a broad range of contexts concerning the determinants and effects of intra-party preference heterogeneity. We use textual data from Twitter, a social media platform popular with politicians where they can publish direct and unsolicited political statements with little party control, to estimate the ideological positions of members of parliament using quantitative text analysis. As data from social networks are very noisy, this step is preceded by exhaustive data cleaning and sorting out of non-political content using a machine learning algorithm. Covering a total of more than 20 European countries, we estimate the positions of all members of parliament with an active Twitter account on a latent policy scale.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	150a3e2351c7d8c6a9f01e1bfd025376	Anna-Lena Nadler	University of Geneva, Geneva	p	0035	Immigrant-origin candidates: an electoral strategy of political parties? How political and economic contexts affect nomination of candidates with immigration background	457	Anna-Lena Nadler	The rising number of immigrant-origin populations across European democracies makes the question about their political representation increasingly important. Previous research however suggests that ethnic minority populations remain politically underrepresented. Scholars have argued that immigrants' political underrepresentation is mainly a direct consequence of political parties' procedures of candidacy nomination: political parties have acted as gatekeepers and decisively influenced the representation of minority groups. Under what conditions do political parties nominate ethnic-minority candidates? Maintaining that parties' primary objective is to maximize vote shares, I argue in this paper that the public policy context defining immigrants’ political rights influences parties’ nomination strategy of minority candidates. Using data from Switzerland, I provide evidence that political parties’ selection of immigrant-origin candidates is indeed a product of strategic calculations regarding parties’ net electoral gains when reaching out to immigrant voters. These strategies are heavily constrained by the political and economic context. I show that policies which define immigrants’ political rights through alien enfranchisement and access to citizenship are important incentive mechanisms for political parties to nominate minority candidates. Moreover, I present evidence that positive effects of immigrant enfranchisement and liberal naturalization policies on minority nomination are offset in contexts of economic insecurity where political parties consider a potential native backlash.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	02f5c501be06359e732703ed5ba62f66	Stefanie Bailer	University of Basel, Basel	p	0042	Policy or Person? Representation in the digital age	728	Stefanie Bailer	Social media are a useful tool for politicians to express their opinion and to signal to voters what they care about. Without the intermediary of the media politicians can directly communicate to voters how constituency-oriented they are. We argue that politicians use social media to strategically signal localness especially in election times and when the electoral system offers incentives to cultivate a personal vote. We use a newly collected population sample of all 1.37 million tweets of elected national MPs in two parliamentary systems (Germany and Switzerland) over a time period of 10 years (2009-2019). We analyse these historical Twitter data with a detailed registry of geographical names and combine this with detailed biographical information on these politicians and their career stages. This design allows us to analyze the use of local cues over the whole parliamentary career. Our findings suggest that politicians indeed strategically use local cues at crucial stages in their careers and that this has implications on how we see the democratic value of social media.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	7ed44a39b0c79d7f92d6486aa0b71aea	Nathalie Giger	University of Geneva, Geneva	p	0042	Policy or Person? Representation in the digital age	728	Stefanie Bailer	Social media are a useful tool for politicians to express their opinion and to signal to voters what they care about. Without the intermediary of the media politicians can directly communicate to voters how constituency-oriented they are. We argue that politicians use social media to strategically signal localness especially in election times and when the electoral system offers incentives to cultivate a personal vote. We use a newly collected population sample of all 1.37 million tweets of elected national MPs in two parliamentary systems (Germany and Switzerland) over a time period of 10 years (2009-2019). We analyse these historical Twitter data with a detailed registry of geographical names and combine this with detailed biographical information on these politicians and their career stages. This design allows us to analyze the use of local cues over the whole parliamentary career. Our findings suggest that politicians indeed strategically use local cues at crucial stages in their careers and that this has implications on how we see the democratic value of social media.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	39d4208e8730f697e4e7e738b37ac259	Tomas Turner-Zwinkels	University of Basel, Basel	p	0042	Policy or Person? Representation in the digital age	728	Stefanie Bailer	Social media are a useful tool for politicians to express their opinion and to signal to voters what they care about. Without the intermediary of the media politicians can directly communicate to voters how constituency-oriented they are. We argue that politicians use social media to strategically signal localness especially in election times and when the electoral system offers incentives to cultivate a personal vote. We use a newly collected population sample of all 1.37 million tweets of elected national MPs in two parliamentary systems (Germany and Switzerland) over a time period of 10 years (2009-2019). We analyse these historical Twitter data with a detailed registry of geographical names and combine this with detailed biographical information on these politicians and their career stages. This design allows us to analyze the use of local cues over the whole parliamentary career. Our findings suggest that politicians indeed strategically use local cues at crucial stages in their careers and that this has implications on how we see the democratic value of social media.
23	Legislative Studies and Party Politics	Legislative Studies and Party Politics	Panel Session 1	dbfbe928c03644c442f4341fc8e49b16	Adrian Sutter	University of Basel, Basel	p	0042	Policy or Person? Representation in the digital age	728	Stefanie Bailer	Social media are a useful tool for politicians to express their opinion and to signal to voters what they care about. Without the intermediary of the media politicians can directly communicate to voters how constituency-oriented they are. We argue that politicians use social media to strategically signal localness especially in election times and when the electoral system offers incentives to cultivate a personal vote. We use a newly collected population sample of all 1.37 million tweets of elected national MPs in two parliamentary systems (Germany and Switzerland) over a time period of 10 years (2009-2019). We analyse these historical Twitter data with a detailed registry of geographical names and combine this with detailed biographical information on these politicians and their career stages. This design allows us to analyze the use of local cues over the whole parliamentary career. Our findings suggest that politicians indeed strategically use local cues at crucial stages in their careers and that this has implications on how we see the democratic value of social media.
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	80a7b0f8763e18d001b2c32b10077360	Alexandra Cirone	Cornell University, Ithaca, USA	c	NA	NA	NA	NA	NA
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	9752500d37c057dc9e7f2c90816d0c81	Asli Cansunar	Nuffield College, University of Oxford, Oxford	p	0004	The Distributive Basis of Tax Compliance	209	Asli Cansunar	In this paper we revisit the mechanisms driving self-enforcement in quasi-voluntary compliance, thus contributing to an old puzzle in political economy: why do people pay taxes?. In particular, why do high-income citizens pay taxes even in the absence of auditing institutions? What explains the fact that actual tax compliance is higher than the level identified as a fair norm by experimental researchers? In addressing these questions, we propose a distributive logic of tax compliance. We argue that beyond arguments about the monitoring ability and the efficiency of state institutions and normative concerns for the worse-off in society, the distributive incidence of the public sector over the long run drives the level of compliance. We test the argument on the basis of a series of lab experiments in which subjects are randomly assigned to different fiscal treatments that approximate the variation in the design of national fiscal systems around the world. We find significant evidence that the distribution of net benefits (as determined by the progressivity of taxes and transfer) impacts levels of tax compliance.
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	f2d981799a472b70dd52516f818c8d84	Pablo Beramendi	Duke University, Durham	p	0004	The Distributive Basis of Tax Compliance	209	Asli Cansunar	In this paper we revisit the mechanisms driving self-enforcement in quasi-voluntary compliance, thus contributing to an old puzzle in political economy: why do people pay taxes?. In particular, why do high-income citizens pay taxes even in the absence of auditing institutions? What explains the fact that actual tax compliance is higher than the level identified as a fair norm by experimental researchers? In addressing these questions, we propose a distributive logic of tax compliance. We argue that beyond arguments about the monitoring ability and the efficiency of state institutions and normative concerns for the worse-off in society, the distributive incidence of the public sector over the long run drives the level of compliance. We test the argument on the basis of a series of lab experiments in which subjects are randomly assigned to different fiscal treatments that approximate the variation in the design of national fiscal systems around the world. We find significant evidence that the distribution of net benefits (as determined by the progressivity of taxes and transfer) impacts levels of tax compliance.
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	b38ac890f170655e34d6c9e15fc42e9b	Raymond Duch	Nuffield College, University of Oxford, Oxford	p	0004	The Distributive Basis of Tax Compliance	209	Asli Cansunar	In this paper we revisit the mechanisms driving self-enforcement in quasi-voluntary compliance, thus contributing to an old puzzle in political economy: why do people pay taxes?. In particular, why do high-income citizens pay taxes even in the absence of auditing institutions? What explains the fact that actual tax compliance is higher than the level identified as a fair norm by experimental researchers? In addressing these questions, we propose a distributive logic of tax compliance. We argue that beyond arguments about the monitoring ability and the efficiency of state institutions and normative concerns for the worse-off in society, the distributive incidence of the public sector over the long run drives the level of compliance. We test the argument on the basis of a series of lab experiments in which subjects are randomly assigned to different fiscal treatments that approximate the variation in the design of national fiscal systems around the world. We find significant evidence that the distribution of net benefits (as determined by the progressivity of taxes and transfer) impacts levels of tax compliance.
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	45021ed11ad8ab2427c87485eff0dc87	Dalston Ward	ETH Zurich, Zurich	p	0013	How do informational outreach campaigns impact immigrants’ naturalization decisions? Evidence from a randomized control trial in Switzerland	740	Dalston Ward	What barriers block immigrants from applying for citizenship and what interventions can help immigrants surmount these barriers? We partnered with the City of Zurich, Switzerland, to answer these questions by administering a randomized control trail on informational outreach campaigns. From a population of 10,000 citizenship-eligible immigrants, we randomly assigned 5,000 of them to receive a letter from the City with information about naturalization and encouragement to apply in October 2019; the other 5,000 will receive the letter in April 2020. In between these two dates, we invite the entire population to participate in a two-wave survey that measures their beliefs and knowledge about naturalization and their integration levels more generally. The findings from this study will contribute to literature on citizenship, on immigrant integration, and on the effectiveness of informational nudges on political participation more broadly.
24	Political Economy, Public Policy and Administration	Political Economy, Public Policy and Administration	Panel Session 1	706654cc0f71232e9c30c8a21b762631	Joëlle Pianzola	ETH Zurich, Zurich	p	0013	How do informational outreach campaigns impact immigrants’ naturalization decisions? Evidence from a randomized control trial in Switzerland	740	Dalston Ward	What barriers block immigrants from applying for citizenship and what interventions can help immigrants surmount these barriers? We partnered with the City of Zurich, Switzerland, to answer these questions by administering a randomized control trail on informational outreach campaigns. From a population of 10,000 citizenship-eligible immigrants, we randomly assigned 5,000 of them to receive a letter from the City with information about naturalization and encouragement to apply in October 2019; the other 5,000 will receive the letter in April 2020. In between these two dates, we invite the entire population to participate in a two-wave survey that measures their beliefs and knowledge about naturalization and their integration levels more generally. The findings from this study will contribute to literature on citizenship, on immigrant integration, and on the effectiveness of informational nudges on political participation more broadly.
