year	abstract_id	abstract_ref	abstract_title	abstract_text	abstract_topic
2021	0072	236	Do Politicians’ Personality Characteristics Influence Their Decision Making on Multiple Dimensions?	The lion share of decisions by politicians is risky in that their outcomes are unknown. While the literature on politicians’ decision making under risk is extensive, it typically focuses only on decision making in one dimension. Yet, many decisions by politicians involve trade-offs in multiple dimensions, for instance the economy vs. electoral standing; or the economy vs. public health. Such decisions are difficult, but there is only limited empirical evidence on how politicians make them. Since politicians’ decisions are often both consequential for themselves and for others, this is a major lacuna. Therefore, this study will examine to what extent politicians’ personality characteristics influence how they make decisions involving trade-offs in multiple dimensions. To this end, we will conduct a survey experiment with a large sample of Norwegian elected local politicians that allows us to examine how they make decisions under risk that involve trade-offs between data privacy and the (local) economy. The survey also includes a module on personality characteristics, using the HEXACO Personality Inventory that defines six personality factors (Honesty-Humility, Emotionality, Extraversion, Agreeableness, Openness to Experience, Conscientiousness). We hypothesize that especially the Honesty-Humility domain that is characterized by sincerity, fairness, greed avoidance and modesty will influence how politicians make decisions with multiple dimensions. Hereby, our study’s findings will contribute to the growing, yet still relatively scant, literature on the influence of politicians’ personality characteristics on their decision making.	Political Methodology
2021	0055	631	Affective Polarization in Europe. A Crossnational Conjoint Experiment.	We design a novel experiment to explore the multidimensional foundation of partisanship in Europe. Partisanship is considered as a key mechanism of affective polarization with increasing hostility and distrust across party lines between in- and outgroups. Combining a conjoint experiment with decision-making games from behavioral economics we examine the cleavage structure of in- and outgroup behavior in a broad cross-national context of 25 European countries. In these countries, a new conflict around European integration is complementing the traditional left versus right conflict in party competition. We find a dominance of partisanship in relation to other traditional cleavages such as social class and religion, which intensifies affective polarization not only on the classical left right but also the new European integration dimension. We also find surprising importance of EU attachment what we call European identity, which goes beyond nationality. While in-group favoritism exerts a bigger influence than out-group derogation for partisanship, things are the other way around for EU attachment, with stronger effect of out-group derogation.	Comparative Politics
2021	0088	401	Party responsiveness to public opinion in a multi-dimensional policy space	Party responsiveness to public opinion is a key question in the study of democratic representation. While numerous studies have examined party responsiveness on the broad ideological dimensions, there is less comparative research on when and how parties respond to public opinion on more specific issue dimensions. This represents an important shortcoming in our understanding of party responsiveness in the context of partisan realignment and dealignment in European democracies. We aim to address this research gap by studying party positional responsiveness on eight issue dimensions. We conceptualise party responsiveness as parties adjusting their positions to eliminate previous incongruence between themselves and the central point in the voter preference distribution. Our empirical analysis combines the 2014 and 2019 Chapel Hill Expert Surveys and the 2014 European Election Study data. We find moderate levels of party responsiveness on all issue dimensions. Parties are more responsive to their supporters than to the general electorate. In the subsequent analyses we examine how party issue salience and other issue and party characteristics condition party responsiveness.	Legislative Studies and Party Politics
2021	0073	185	Legislating gender equality: State-mandated academic gender quotas and the representation of women in academia	How do state-mandated gender quotas in academia impact different types of gender inequality in higher education? This study explores the effects of legal gender quotas in a context heretofore overlooked by the gender quota literature: academia. We adopt theories of representation from political science to use as a lens through which to hypothesize on systemwide differences quotas might make. Using data from 28 European and European-associate countries, this study observes how quotas correlate with the increased presence of women on boards, and how they interact with the number of women on boards to affect gender equality in academic staff. We find that these legislated quotas succeed in increasing the rate of women on academic boards. Their interaction with the number of women on boards does not alter the connection between women on boards and women's representation in other areas of academia. This means that despite concerns of a backlash, quotas do not alter the effects women have when entering leadership and decision-making positions. While academic quotas seem to conform to expectations as presented in political models of representation, they differ from political quotas when it comes to the importance of mechanisms of enforcement in quota design.	Political Economy, Public Policy and Administration
2021	0056	196	Multidimensional Women’s Representation	The larger part of research on women’s representation has addressed substantive and descriptive aspects of representation. We build on this work and extend it by investigating additional, hitherto largely neglected dimensions of women representation. Building on the 'Multidimensional Representation' research agenda, we operationalise four additional forms of women representation using the case of the UK's political system with single-member districts: 1) Surrogation: the degree to which female voters and female MPs build representative relationships across constituencies to correct for male dominance in representation; 2) Justification: the degree to which female voters demand, and female MPs use, pluralist as opposed to republican arguments when giving voice to the interests of women; 3) Personalisation: the degree to which female voters demand female MPs to act independently of their party, and female MPs propensity to do so; 4) Responsiveness: the degree to which female voters demand female MPs to react to the threat of electoral sanctions, and female MPs actual reactivity. We derive several hypotheses about women’s representation on these dimensions, pertaining to female voters as well as female MPs. In particular, we highlight how representation on these dimensions is theoretically related to descriptive and substantive representation as well as political ideology (esp. progressivism). Testing these hypotheses with original survey data from the UK 2019 general election and text-as-data approaches on MPs' legislative speeches, we find support for several hypotheses. Our results provide a much richer and comprehensive picture of women’s representation.	Legislative Studies and Party Politics
2021	0089	297	How Men debate Women's Concerns - The importance of Individual Gender Representation in Parliamentary Debates across Political Issues	The question if women represent women in parliament is central for the evaluation of representation and policy interventions. In parliaments, politicians shape how men and women are represented in decision-making and public discussion. Gender differences at almost all stages of the policy-making process have been investigated. Research at the aggregate level has often focused on the link between women’s descriptive and their substantive representation, i.e., the presence of women in parliament and policy output that is congruent with women’s interests or policy preferences. We ask how women represent women across political topics in parliamentary speech. We use a semi-supervised topic model trained on coded UK election manifestos to categorize text and estimate its ‘female focus’. Based on the empirical analysis of 1,200,000 speeches in the British House of Commons from 1989-2019, we use word embeddings to identify terms associated with women in common contexts. We develop an empirical measure of femininity to score parliamentary speeches. Based on this measure, we identify “female issues” inductively. We show that while issues like social welfare, families and health are “feminin”, many economic and foreign affairs issues are too. We find that even after we control for age, party and topic, women still communicate more focused on women. Men on the other hand talk much more about male aspects, even inside issues that are considered “female”. This supports the argument that in parliamentary speech, women are more likely to address women concerns, even inside traditionally female issues and underlines the importance of descriptive representation.	Legislative Studies and Party Politics
2021	0041	241	Party Cues and Support for Common European Debt: Experimental Evidence of In- and Out-Party Cues in Five Countries	Does information on parties' position on European integration affect citizen support? Observational research on European Union (EU) politics has long argued that political parties can cue public support for EU policy. Experimental evidence of party cueing effects on citizen support for European integration is mixed, however. We argue that these inconsistent findings are a product of measuring party positions imprecisely. In addition, while research from highly polarized bipartisan contexts shows that both in-party and out-party cues affect citizens' attitudes, it is unclear whether such in- and out-party dynamics hold in less polarized, multi-party contexts. To address these issues, we conduct a survey experiment in which we leverage an actual roll-call vote in the European Parliament to measure party positions on debt mutualization in the European pandemic recovery fund in response to the COVID-19 crisis. Using parties' voting behavior allow us to anchor unambiguous party cues provided in the experiment to a specific real-world situation. The survey experiment is fielded in five EU member-states using nationally representative samples: France, Germany, Italy, the Netherlands, and Spain (N=7500). We find that cues both in- and out-party cues have a statistically significant effect on support for debt mutualization. In-party cues shift preference in the direction congruent with the party position, while out-party cues have the opposite effect.	Political Communications
2021	0002	574	Partisan Cues Dominate Ideological Preferences in Policy Appraisal. Experimental Evidence	A lot of scholarly attention has been devoted to political polarization in the American public. One account describes the cleavage as ideological, namely revolving around divergent policy preferences of different partisans. A different explanation holds that party labels are strong heuristics that voters use to adjust their policy preferences to their party. As there is usually a reasonable fit between the partisanship of the policy promoter and the policy goal, it is difficult to discern which is a stronger driver of policy evaluation and opinion formation: partisan cues or ideological preferences? Using an original experiment that includes both policy content and partisan sponsorship as distinct and orthogonal attributes of policy proposals, I test the extent to which Democrats and Republicans are driven by policy preferences and partisan cues. I find that across an array of domains, the content of the policy has virtually no effect on the preferences of different partisans. This holds even on issues pertaining to key ideological divides such as taxation. Instead, I find that partisan cues have major effects on respondents' views on a given policy. The one exception are policies dealing with moral issues – e.g. euthanasia and pornography consumption – which seem to be driven by both policy considerations and partisan cues. Overall, these findings suggest that polarization on policy issues is also an outcome, and not just a cause, of partisanship in the US public sphere.	Elections, Public Opinion, and Voting Behaviour
2021	0048	118	How do voters form perceptions of party positions?	Two key conflict dimensions structure the European policy space: a socio-economic and a socio-cultural dimension. Despite myriad research locating parties in this space, we know relatively about voters’ perceptions of parties’ policy positions: how do voters form perceptions of party policy positions on the economic and socio-cultural issue dimension? Such a task is a difficult one for voters, as they need to arrive at a summary judgment concerning a higher-level dimension based on information on specific issues. Moreover, parties tend to have quite different positions on the individual issues attributed to both dimensions. For example, they may be in favour of gay marriage but oppose a liberal immigration regime; in this case, where should the party be placed on a liberal-authoritarian dimension? One aid to voters could be the emphasis parties put on each issue, so whether they talk more about their stance on gay marriage or that on immigration. In this paper, we therefore test whether the emphasis a party places on a topic matters for how voters perceive party positions on higher-level dimensions. Using two survey experiments (n=3.000), we present respondents with short and long statements on two issues and examine whether the length of statements affects positional perceptions for the socio-cultural and for the economic dimension, even if the policy stance of the statement is the same. The empirical results show support for our hypotheses and have important implications for party competition and political representation.	Political Communications
2021	0028	349	What's in a Cue? How Citizens Infer Policy Information from Party Cues	When citizens learn the policy position of their party they appear to ignore information about the content of policy. This has led to the view, widespread among public opinion scholars, that party cues are in contrast to policy information. In this article, we provide theory and evidence that challenge this understanding in one important way: A party cue could---in and of itself---lead citizens to draw relevant inferences about the content and immediate consequences of policy. Across four experiments conducted on different policy areas with different party sponsors, we show that citizens 'see' substantially different policies depending on the policy reputation of the sponsoring party. When citizens follow the policy position of their party this behavior could be grounded in much more policy-relevant considerations than revealed in existing research, suggesting a less bleak interpretation of party cue effects.	Political Communications
2021	0015	50	Partisanship, Elite Cues, and Support for Public Health Policies in Germany and the United States	Most political issues receive little attention from the public and policymakers. How does the public come to hold their views on such low salience issues? Is public opinion responsive to cues from co-partisan political elites? Or are attitudes still structured by underlying partisan loyalties or other individual characteristics? This study addresses these questions by conducting two original, representative surveys in the United States and Germany. A series of survey experiments test the extent to which public opinion toward obesity- and tobacco-related public health policies is responsive to elite cues from Green Party-SDP coalition and CDU/CSU politicians in Germany and Democratic and Republican politicians in the United States. The experiments indicate relatively little responsiveness, and they show some indication of backlash for cues from political leaders of opposing parties. The findings contribute to understanding of popular attitudes toward obesity-related public health policies and low salience policy issues more generally.	Comparative Politics
2021	0104	270	The Gendered Assessment of Public Opinion	How accurately can representatives assess the policy preferences of female and male citizens? Given that almost all parliamentary democracies channel the preferences of their citizens through elected representatives, male and female parliamentarians should be equally able to correctly estimate the policy preferences of the entire electorate. Personal biases of representatives may lead to inaccurate perceptions about what citizens want and cause representational inequalities of certain social groups. We investigate the role of gender in this regard and analyze to what extent female and male representatives have accurate views about men’s and women’s policy preferences. Theoretically, we expect that female parliamentarians are better able to assess the policy preferences of women. Since female representatives share gender-specific experiences with the female population, they should have a more accurate view of women’s policy positions compared to their male colleagues. This effect should be stronger for policy issues that are usually characterized as “soft” or “feminine”. Empirically, we test these expectations using original data from surveys with political elites and symmetrical population surveys in Germany and Switzerland. Including representative’s estimates of their electorate’s opinion with regard to eight different policy areas, the results confirm our hypotheses. Mediation analyses of the causal mechanism show that gendered differences in elite’s perceptions of public opinion are not driven by representatives’ personality traits. We rather show that the perceptual accuracy of female representatives increases if their electoral vulnerability is high.	Legislative Studies and Party Politics
2021	0057	474	Dynamic Responsiveness in Political Rhetoric	According to the Thermostatic model of representation, the government updates its policies in response to the public, and in return, the public updates its preferences in response to government policy. We seek to expand the applicability of this model to the analysis of political rhetoric. First, we propose to analyze rhetorical responsiveness regarding the attention to specific issues, such as immigration and environment. Second, in addition to issue attention, we also analyze ideological placement in speeches as a means of responsiveness. To this end, we develop a manifesto-based dictionary with a guided word embeddings approach to ideologically separate MPs’ speeches. In addition, we use a perceptual measure of public opinion using weekly opinion polls that report the public's party preferences. Third, we combine public opinion, speech and electoral data to evaluate the dynamic responsiveness between MPs and the public. In sum, the goal is to expand the relevance of the Thermostatic Model as a theory of democratic responsiveness.	Legislative Studies and Party Politics
2021	0090	392	The plenary attention deficit disorder: Do legislators pay less attention to their female colleagues?	We study differences in the attention that legislators pay to speeches delivered by their male and female colleagues. Drawing on unique video footage of the plenary proceedings in a large German state parliament over the course of one year, we are able to systematically gauge legislators' reactions to the speeches of their colleagues using automated video analysis. To measure attention, we first train a face detection and a face recognition model to identify all legislators in the assembly. Second, we use pose detection to assess whether legislators pay attention to the floor proceedings. This results in a continuous measure of the behavior of all members in the chamber which we match with information on the current speaker. Initial results suggest that male legislators enjoy higher levels of attention when delivering a speech compared to their female colleagues. The attention deficit for female speakers is more pronounced among male legislators and moderated by partisanship. Our study seconds efforts of female legislators to draw attention to their unequal treatment in the execution of their offices. Doing so, we contribute to a growing literature on the marginalization of women in legislative institutions. On a more general level, our results inform a research program on gendered power inequities by studying differences in legislative behavior on the basis of observational data with an unprecedented scope. Methodologically, the study adds to an emerging literature that uses computer vision for political science research.	Legislative Studies and Party Politics
2021	0074	26	The Expertise Curse: How Policy Expertise Can Hinder Responsiveness	We argue that policy expertise may constrain the ability of politicians to be responsive. Legislators with more knowledge and experience in a given policy area have more confidence in their own issue-specific positions. Enhanced confidence, in turn, may lead legislators to discount opinions they disagree with. Two experiments with Swedish politicians support our argument. First, we find that officials with more expertise in a given domain are more likely to dismiss appeals from voters who hold contrasting opinions, regardless of their specific position on the policy, and less likely to accept that opposing views may represent the majority opinion. Consistent with the proposed mechanism, in a second experiment we show that inducing perceptions of expertise increases self-confidence. The results suggest that representatives with more expertise in a given area are paradoxically less capable of voicing public preferences in that domain. The study provides a novel explanation for distortions in policy responsiveness.	Legislative Studies and Party Politics
2021	0091	538	Issue Responsiveness in the European Parliament: The Causal Effect of Institutional Change on Behaviour of MEPs	In the course of the 8th European Parliament, its Members (MEPs) were exposed to the novel rules that set limits for the number of written questions they can ask. Faced with limitations to draw attention to political issues as well as to send signals to the domestic audiences, since then MEPs have to strategically choose which issues to emphasize. In this paper, I examine the rationales driving the MEPs' choice of the issues they draw attention to. I argue that the rule change, coupled together with the increasing EU politicization and its growing salience in domestic electoral politics, shapes the patterns of issue emphasis shown by the MEPs from the Eurosceptic and non-Eurosceptic parties. As their ability to represent domestic interests on the European level became more noticeable domestically, while opportunities to do so became scarcer, I argue that after the rule change non-Eurosceptic MEPs have shifted their focus to the issues that their domestic parties regard as more salient. The same is not expected for the Eurosceptic MEPs, as they rather benefit from the EU politicization and have less incentives to change the way they utilize written questions. To test the theoretical framework, I rely on the difference-in-difference approach and compare issue emphasis in the questions of Eurosceptic and non-Eurosceptic MEPs during the 7th and 8thparliamentary terms. The results bear important implications for understanding the effects that institutional change may have on the behaviour of legislators and in particular on their responsiveness to party issue priorities.	EU Politics
2021	0058	245	How proposal complexity conditions report allocation in the European Parliament	The legislative empowerment of the European Parliament (EP) has augmented the importance of committee rapporteurs as the institution’s key representatives in inter-institutional negotiations. As a result, the question of who becomes rapporteur has received quite some attention in studies of EU legislative politics and existing studies largely argue that report allocation can be explained by characteristics of the individual legislators (e.g. their experience, education, and ideological extremeness). Yet, the implicit assumption in the literature is that all of these explanations work independently from the actual policy substance of the legislative proposal to which the draft report pertains. In this study, we challenge this assumption and investigate the extent to which the explanatory power of legislator characteristics is conditioned by the complexity of the underlying legislative proposal. We hypothesize that more experienced, educated and moderate Members of the European Parliament (MEPs) are not only more likely to become rapporteurs (as shown by the existing literature), but that they draft their reports on substantively different and more complex policy proposals than their less experienced, less educated and more extreme peers. The empirical analysis of this claim is based on an original dataset combining information on the complexity of 4,000 legislative proposals issued by the European Commission between 1994 and 2020 with information on the corresponding EP rapporteurs. Our study thereby contributes an important missing puzzle piece to the growing literature on legislative organization in the European Parliament by highlighting the role of proposal complexity for the report allocation process.	EU Politics
2021	0075	210	Emotive Rhetoric, Political Ideology and Central Bank Accountability in the European Parliament	Do elected officials employ emotive rhetoric to hold technocrats accountable? In this article, we hypothesise that political ideology plays an important role in explaining politicians' use of emotive rhetoric when exercising democratic scrutiny over the policies of independent central banks. To test this proposition, we use a novel dataset of the hearings of the President of the European Central Bank (ECB) before the Members of the European Parliament (MEPs) from 1999 to 2020. We measure of emotive rhetoric with well-established sentiment dictionaries developed in different scientific domains. To measure the ideological stances of MEPs, we rely on expert-based classifications of European and national party positioning in the left-right spectrum and on European integration. The article provides evidence that ideologically extreme, anti-EU politicians are significantly more likely to employ a negative rhetoric when addressing the ECB than moderate, pro-EU MEPs. Our results are robust across different measures of emotive rhetoric and have important implications to understand the changing nature of political pressures on independent central banks.	Political Economy, Public Policy and Administration
2021	0059	293	Regional labor markets and the politics of resentment	While the relationship between economic factors and 'cultural backlash' remains highly contested in political science, studies show that both anti-immigration sentiment and radical right support vary considerably within countries. Regional economic conditions seem to correlate with both anti-immigration attitudes and radical right voting but the causal mechanisms underlying these relationships remain largely unknown. In this paper, we argue that the interplay of individual skill sets and differences in regional labor markets helps explain these phenomena. Following a literature on geographical concentration of firms in economics, we assume that it is efficient for firms to rely on highly specific skills to concentrate geographically, thus generating skill-based population clusters and raising the bar to inter-territorial relocation. We expect that the shrinking or collapse of regional economic clusters has distinct effect on anti-immigration sentiment and radical right support, over and beyond residential self-selection into such clusters that may explain initial regional patterns. The shrinking or collapse of regional sectors induces acute economic stress for affected workers. Whereas workers with high skill transferability and high employability can mitigate the medium-term consequences through occupational change or relocation, others are left in precarious positions. We test our argument using geo-referenced panel data from the GSOEP in combination with detailed information on the dynamics of regional (county-level) labor markets, obtained through original aggregations of data from the German microcensus. This rich and novel data base also allows us to contrast our proposed mechanism with alternative economic or psychological explanations.	Political Economy, Public Policy and Administration
2021	0092	460	The Exit Option: an analysis of how ethnopolitical exclusion motivates emigration desires from sub-Saharan Africa	What are the political drivers of migration from sub-Saharan Africa and what role does ethnopolitical exclusion play in shaping migration decisions? Commonly cited explanations of voluntary migration focus on economic conditions in the home country as push-factors, whereby individuals emigrate in search of economic opportunity (Borjas, 2016). However, despite decreasing levels of poverty since the 1990s (Fosu, 2014), sub-Saharan Africa has some of the fastest growing levels of voluntary emigration (AfCSS, 2017). Thus, conventional explanations cannot sufficiently explain existing patterns of migration. Ethnicity is the main political and social cleavage in nearly all African states and creates limitations to opportunity because resources and job opportunities are patrimonially distributed. This paper explores the relationship between ethnopolitical exclusion and emigration desires by first testing the direct relationship and then by employing a causal mediation analysis to test how grievance participates as a mediator in the relationship. To test this, I use Afrobarometer Round 7 data and Harkness (2019)’s Ethnic Stacking database. The results show that there is no statistically significant relationship between ethnopolitical exclusion and emigration desire; however, there is a positive and statistically significant causal mediation effect when accounting for the role of grievance. The results indicate that grievance fully mediates the relationship between ethnopolitical exclusion and emigration desires, suggesting ethnopolitical exclusion may invoke emigration desires when accounting for the role of grievance.	Comparative Politics
2021	0110	632	Does learning about the economic benefits of immigration update people's policy preferences?	The labor market hypothesis has been recently increasingly dismissed as an explanation for immigration preferences, noting that people oppose immigration more based on cultural reasons than economic ones. However, an increasing body of literature is showing that immigration is in many ways benifitial for the economies of the receiving communities. Is the economic argument more salient if the respondents are aware of these positive externalities of immigration? We test this by administering a survey experiment in the UK, where respondents are primed to various degrees of the positive economic consequences of granting work permits to asylum seekers. Results show that informing respondents about asylum seekers taking jobs that are unwanted by the locals increases support for granting asylum seekers work permits. This effect is more pronounced among respondents who voted 'Leave' in the EU referendum, indicating that the narrative of the economic benefits also works for people who are otherwise opposed to immigration.	Elections, Public Opinion, and Voting Behaviour
2021	0076	327	Open borders versus inclusive membership? Explaining the association between immigration and citizenship regimes	Do inclusive societies need closed borders? The classical view in political theory and much empirical research argue that openness in immigration and inclusiveness in citizenship indeed trade off. This paper reformulates the underlying puzzle in a general way: How are Immigration Regime Openness (IRO) and Citizenship Regime Inclusiveness (CRI) associated? I claim is that this association depends upon the politicization of immigration and its changing meaning for the transformation of party politics across time. When immigration is politicized in more recent historical periods, the politics of immigration and citizenship align along a new cultural cleavage that pits nativists seeking closure against cosmopolitans seeking openness in both territorial and membership boundary-making. This is boundary politics. It should manifest in a positive correlation between IRO and CRI. I argue further that immigration and citizenship regimes are relatively closed and exclusive when nativist party power is strong and relatively open and inclusive when it is weak. Contexts with low politicization lack boundary politics and should instead exhibit no systematic correlation between IRO and CRI. I test this framework by combining quantitative analyses across 23 democracies 1980-2010 with evidence from case studies of five reforms across three countries. Corroborating most propositions of the boundary politics framework, the findings not only advance our empirical understanding of the context-dependent links between immigration and citizenship politics, but also bear important implications for the long-standing normative debate on the topic. Most importantly, they can rejuvenate theoretical efforts going beyond the widespread trade-off assumption, which this paper falsifies.	Comparative Politics
2021	0105	586	Implementation Leeway in the Dublin System: How Efficiency Considerations Influence Dublin Procedures in Switzerland	The strategic (non-)implementation of EU rules is an important topic in the EU literature. During the European migration crisis, several member states have deviated from the clear rules set out by the legal framework of Schengen and Dublin. While the political controversies around these deviations have attracted much attention, member states' national authorities also have some implementation leeway in everyday decision-making. Little is known about this leeway and whether, how, and why member states use it. The Dublin system allows countries to send asylum seekers in an 'outgoing procedure' when they conclude that another Dublin state is responsible for the person in question. Focusing on this administrative decision, I argue that for efficiency reasons, national authorities specialize in asylum seekers from countries of which they already have a large share of residents. Asylum seekers from these countries are less likely to be sent in an 'outgoing procedure'. Empirically, the probability of such a procedure for an applicant is calculated with a multilevel model, using register panel data from Switzerland. The preliminary results support the main arguments. By shedding light on how the strategic implementation of rules may lead to imbalances in the distribution of asylum seekers, these findings have broader implications for the Dublin system.	EU Politics
2021	0060	203	Changing Norms in Times of Crisis: Citizens, Masks, and Political Information During the COVID-19 Pandemic	The widespread and mandatory use of face masks in response to the COVID-19 pandemic represents a sudden, unprecedented change in individual and social behaviour in the Western world. In this study, we argue that creating new social and political rules for behaviour like mask wearing – behaviour that is individually practiced but has collective benefits – is akin to designing new formal and informal institutions in response to a sudden and severe crisis. What drives public acceptance of these new rules? Using a vignette experiment embedded in a nationally representative survey conducted during the first wave of the pandemic in the UK, we examine the effects of information about the virus and public authority on people’s beliefs about the desirability of the rules, which rules they prefer, who should make them, and how they should be enforced. We argue that information about the individual and collective risks of non-compliance will induce citizens to accept new rules and enforce them, especially if the information comes from a trusted source. Results show that simply providing such information indeed heightens people’s willingness to create new and stringent rules and to enforce them vigorously. However, compliance with new rules is not a partisan matter or connected to allegiance to political authority: we find no significant differences in people’s preferences between supporters of the government or opposition parties. Our results suggest that citizens are easily persuaded to accept new and intrusive restrictions on private behaviours for the benefit of society as a whole.	Elections, Public Opinion, and Voting Behaviour
2021	0111	302	How COVID-19 Lockdown Policies Weaken Civic Attitudes in the United States and Europe	The spread of COVID-19 has prompted governments to implement a range of restrictions to public life and the economy, i.e., lockdown policies. We evaluate the short- and medium-term impacts of lockdown policies on civic attitudes relevant for the health of democracy. Using survey data collected daily between March and May 2020 in the United States and Europe from 27,317 respondents, we document that lockdown policies give rise to authoritarian attitudes and, to a lesser degree, support for autocracy. We find little evidence that lockdown policies affect satisfaction with democracy and the government, out-group hostility, and generalized trust. Additional analyses reveal that the effects on authoritarian attitudes and support for autocracy persist for at least six weeks, that the lifting of lockdown policies does not have a countervailing effect away from authoritarianism and support for autocracy, and that economic support packages have limited ability to alleviate the negative consequences of lockdowns on civic attitudes. Together, these findings confirm the existence of lockdown's political repercussions, but show the need for a nuanced assessment of their breadth and depth. We discuss the implications of our findings for how governments need to accompany lockdowns with measures that strengthen democratic attitudes and civic culture.	Political Economy, Public Policy and Administration
2021	0106	620	Incumbency voting, right-wing support, and the threat of Covid-19: the case of France	How does the spread of Covid-19 affect voting? Do voters “rally around” incumbent candidates, or is it mostly right-wing candidates who profit from the external threat posed by the coronavirus? We address these questions focusing on the unique case of the French municipal elections that took place in March and June 2020, while Covid-19 cases were spreading across the country. We combine voting data at the municipality level with the excess mortality rate that is plausibly related to Covid-19 in the same municipalities to exploit the geographical variation in the diffusion of the virus. Preliminary results based on diff-in-diff analysis indicate that support for incumbent candidates increased in the areas that were strongly affected by the coronavirus. However, it is mostly right-wing, incumbent candidates – and not other incumbents – who profit from the spread of Covid-19 in terms of increased vote share.	Elections, Public Opinion, and Voting Behaviour
2021	0093	398	Loyalty in the Face of Adversity? Exploring party loyalty during the Covid-19 pandemic crisis in Sweden and Denmark	How strong is party loyalty when going through a severe crisis like the 2020 Covid-19 pandemic? Using unique and identical panel data from Sweden and Denmark, collected during the Covid-19 first wave in the spring and early summer of 2020, I explore the stability of party loyalty as a response to the Covid-19 pandemic. While being very identical universal welfare states on central parameters as well as both possessing a social democratic government in place at the time of the Covid-19, Sweden and Denmark nevertheless opted for two very different pandemic strategies when the Covid-19 pandemic hit. Where Denmark opted for a rigid lockdown, Sweden remained mostly open, resulting in death tolls that differed increasingly during the first wave of the pandemic. I explore if these different contexts mattered for party loyalty in the two countries, and how this might have shifted as the pandemic unfolded in the summer 2020, yielding different death tolls in the two countries.	Political Communications
2021	0077	433	Impact of House of Common hybrid proceeding on members participation during COVID-19 pandemic	This paper explore how the adoption of hybrid proceeding during the COVID-19 pandemic affect MPs’ participation in the House. At the beginning of the pandemic, here were concerns that old age and family care duty may affect some MPs’ ability to discharging their function as representatives under the unprecedented circumstances. Using speech data from Hansard, this paper will analyse to what extend has age and familial status affected MPs participation during the pandemic and to what extend has the hybrid proceedings mitigated that. Moreover, hybrid proceedings and social distancing rules have significantly affect the working environment of the House by reducing the number of members present in the chamber and allowing remote contributions made through videoconferencing. Through textual analysis of data from Hansard, this paper would further explore if these changes of context under hybrid proceedings has affected the content and tone of parliamentary debate during the pandemic. Not only would these results shed light on whether the parliament was able to maintain its representativeness under the challenges of the pandemic, but it will also discover if and how remote contributions may affect the work of parliament should this become part of the proceeding moving forward.	Legislative Studies and Party Politics
2021	0094	211	Managing Electoral Threats: Understanding Communication Efforts of Governing Parties During the European Migration Crisis	Engaging with the literature of issue competition and political communication, this paper investigates whether the intensification of a crisis increases issue salience by studying the relationship between the extent of the migration and public and political communication about migration in several European countries. In order to better understand the mechanisms shaping government responses to crises, this paper investigates two dimensions of issue salience. The first dimension examines the extent to which governments devote attention to the crisis based on the actual extent of the policy challenge. The second dimension considers how governments respond to public perception about the crisis by investigating whether governments engage more with the crisis topic as the voters are more dissatisfied about the problems posed by the crisis. To devise a measure of government attention to migration, this study quantitatively codes speeches from prime ministers and presidents of European countries available in the EUSpeech dataset (Schumacher and Berk 2020) using unsupervised topic modelling. The intensity of the crisis is measured by looking at the inflow of asylum seekers. Public discontent related to migration is conceptualised by a sentiment analysis of tweets that concern the topic of migration. These two measures are then regressed on the level of issue attention using mixed effects regression models.The findings indicate that governments respond to negative public perceptions of the crisis, but not to the extent of the policy challenge. The findings illustrate the importance for future research to separate and examine multiple dimensions of issue salience.	Political Communications
2021	0061	642	Public Opinion, Legislative Production and Government Responsiveness	In parliamentary democracies, while designing and enacting public policies, the government potentially faces a trade-off between following its own policy preferences, or to address voters’ preferences, when they are not aligned. Nevertheless, there is a direct connection between the preferences of governments and citizens via public opinion. How does public opinion influence governments' legislative decision-making and its choice of legal instrument (type of law)? Despite the institutional dynamics within parliamentary democracies (majority type, political competition or institutional veto-players) we show that public opinion has a role in these decisions and finally impacts party responsiveness. We expect that more salient issues will be presented via the parliament, where the news coverage and the debate are publicized more heavily. This mobilizes public opinion and thereby constrains governments. When public opinion is less salient, issues will be legislated by Law Decree so that governments are more able to shape policies according to their liking. Looking at the Portuguese case, we shed light onto the mechanisms that direct the dynamic relationship between government preferences and voters’ preferences.	Legislative Studies and Party Politics
